site_clean,target,fire_count,fire_min,fire_max,fire_mean,fire_sum,fire_std,fire_med,fire_major,fire_minor,burnt_enco,fire_sn_ord,fire_f,fire_tot,since_fire,fire_gap,fire_pois1_2,fire_pois1_5,fire_pois1_10,tot_an_emsi_avg_si,tot_an_drsi_avg_si,tot_avg_emse_djf,tot_avg_emse_mam,tot_avg_emse_jja,tot_avg_emse_son,tot_avg_emse_dry,tot_avg_emse_wet,tot_avg_emse_annual,tot_avg_drse_djf,tot_avg_drse_mam,tot_avg_drse_jja,tot_avg_drse_son,tot_avg_drse_dry,tot_avg_drse_wet,tot_avg_drse_annual,b1_wfp_dry_mean,b1_wfp_dry_p50,b1_wfp_dry_p99,b1_wdc_dry_major,b1_n17_dry_major,b1_hsd_mean,b1_hsd_p50,b1_hsd_p99,b1_hmc_mean,b1_hmc_p50,b1_hmc_p99,b1_hcv_mean,b1_hcv_p50,b1_hcv_p99,b1_h99_mean,b1_h99_p50,b1_h99_p99,b1_fdc_dry_major,b1_ccw_dry_mean,b1_ccw_dry_p50,b1_ccw_dry_p99,b1_dbifm_dry_mean,b1_dp1fm_dry_mean,b1_dp1fm_dry_p50,b1_dp1fm_dry_p99,b2_dp1fm_dry_mean,b2_dp1fm_dry_p50,b2_dp1fm_dry_p95,b3_dp1fm_dry_mean,b3_dp1fm_dry_p50,b3_dp1fm_dry_p99,b1_dbifm_dry_p50,b1_dbifm_dry_p99,b2_dbifm_dry_mean,b2_dbifm_dry_p50,b2_dbifm_dry_p99,b3_dbifm_dry_mean,b3_dbifm_dry_p50,b3_dbifm_dry_p99,b4_dbifm_dry_mean,b4_dbifm_dry_p50,b4_dbifm_dry_p99,b5_dbifm_dry_mean,b5_dbifm_dry_p50,b5_dbifm_dry_p99,b6_dbifm_dry_mean,b6_dbifm_dry_p50,b6_dbifm_dry_p99,dbifmdry_r32,dbifmdry_r42,dbifmdry_r43,dbifmdry_r52,dbifmdry_r53,dbifmdry_r54,dbifmdry_r62,dbifmdry_r63,dbifmdry_r64,dbifmdry_r65,dbifmdry_GSAVI,dbifmdry_GNDVI,dbifmdry_CVI,dbifmdry_NDGI,dbifmdry_RI,dbifmdry_NBR,dbifmdry_NDII,dbifmdry_GDVI,dbifmdry_MSAVI,dbifmdry_DVI,dbifmdry_SAVI,dbifmdry_NDVI,dbifmdry_MSR
ntagfu0021.2012,3915.45,16,9,9,9,144,0,9,9,9,1,2,0.62,5,6,4.966666667,3.768,0.127,0.001,10.84711641,11.82799839,392.9,240.1,85.6,243.6,185.2,770.8,956,394.1,239.6,0.6,39.6,2.6,652.1,654.7,2.777777778,2,5,1,3,101.6214862,101.5118256,102.5204578,102.7523397,102.6839905,104.1049393,155.8264279,154.8947144,162.5036346,107.1178877,106.7001801,109.7336377,1,5.888888889,5,10,513.2222222,37.55555556,38,40.92,6.888888889,6,13.8,53.66666667,55,57,509,566.48,965.3333333,950,1055.32,1480.888889,1465,1597.56,2221,2208,2283.52,3010,2987,3154.56,2392.666667,2372,2578.28,15340700,23007597,14997749,31180939,20325630,13552454,24785912,16156963,10772925,7949059,2301490,3942247,35298451,-2106339,2106339,-370692,-1508316,1256000,1111758,741000,1277439,2002162,2250207
ntagfu0022.2012,2215.29,20,4,9,7.75,155,2.165063509,9,9,4,1,2,1.03333,3,11,6,1.543,0.014,0,10.84396936,11.74864339,389.1,237.6,83.9,239.9,181.8,762.1,943.9,411,260.8,1.4,45.2,4.7,683.9,688.6,2.333333333,2,3.92,1,2,101.1609717,101.1739273,101.2002142,102.0080939,101.9953613,102.1755399,155.7994266,156.7216797,158.9001904,105.361579,105.2293396,106.0099725,1,4.888888889,5,6.92,377.7777778,5.888888889,6,7.92,8.888888889,9,10.6,83.66666667,83,85,396,405.68,654.5555556,662,711.44,892,886,951.48,1575.666667,1591,1633.4,2636.777778,2634,2741.28,1761.888889,1764,1873.52,13627567,24072314,17664425,40283483,29560289,16734363,26917332,19752118,11181863,6681977,1911053,4131898,32846562,-1539457,1539457,-557554,-2519592,921000,1137112,683000,1372037,2768545,3287946
ntagfu0024.2012,689.92,16,9,9,9,144,0,9,9,9,1,2,0.775,4,3,5.133333333,2.572,0.049,0,10.8313477,11.51625989,378.6,230.7,80.2,230.6,172.8,740.4,913.2,498.6,322.2,4.7,48.7,12.4,780.2,792.6,10.5,11,17,2,4,102.77432,102.8034706,103.5916193,104.3587494,104.3469467,105.6989991,164.8315493,166.5923386,169.5179541,110.3226204,110.4915886,113.0153089,2,18.58333333,19.5,29,493.6666667,31.25,32,35.78,10.91666667,11,14.9,56.16666667,56,62,481,576.8,908.8333333,889,1017.24,1450.25,1436,1559.25,2305.083333,2301.5,2457.24,2577.333333,2587,2789.18,1875.916667,1874,2101.48,15957271,25363103,15894386,28358702,17771649,11181085,20640932,12935126,8138173,7278518,2551443,4347961,40538459,-2298558,2298558,1028708,-557149,1397000,1283121,855000,1464877,2276964,2608153
ntagfu0025.2012,7203.196,16,0,9,3.375,54,,0,0,9,0,0,0,0,25,15.5,0,0,0,10.80754123,11.56554312,377.8,230.9,79.4,227,170.95,737.05,908,469.15,300.4,3.8,43.9,10.15,737,747.15,28.66666667,27,38.6,2,1,102.8016442,102.8118973,103.3279315,104.4034076,104.4872742,104.8386627,165.0524105,161.0695801,182.2982031,110.8629973,111.233345,112.0342233,3,46.77777778,45,59.52,289,6.888888889,7,8,41.55555556,42,44,49.88888889,49,54,290,304.68,571.8888889,572,608.88,747.1111111,761,795.8,1910.111111,1938,1987.68,2173.333333,2191,2277.84,1326.111111,1344,1387.2,13063921,33400039,25566627,38002720,29089827,11378047,23188265,17749851,6942586,6101738,2684801,5397017,43760447,-1335357,1335357,1804697,-644134,1339000,1961455,1163000,2278307,4377117,5990292
ntagfu0026.2012,3615.8325,20,0,0,0,0,0,0,0,0,0,0,0.31,10,3,2.266666667,10.917,1.813,0.134,10.97436926,11.92117654,407,276.8,129.9,263.7,252,817.1,1069.1,378.5,161.9,0,36.8,0,443.7,443.7,5.416666667,4.5,13.56,1,3,101.7057603,101.7243576,102.3214385,102.5455399,102.4880524,103.3467329,157.6891518,157.3392334,163.9859091,106.4464893,106.639534,108.0336208,2,10.33333333,9,24.23,408.75,4,3.5,7,13,12.5,19.8,81.5,82,87,402,473.04,661.5833333,669.5,731.78,1017.333333,1015.5,1088.23,1925.25,1926.5,2027.98,2939.333333,2928.5,3171.19,1952.333333,1947,2188.25,15377252,29100642,18924476,44428769,28892529,15267281,29510014,19190695,10140674,6642096,2499341,4887858,44807299,-2121573,2121573,-69641,-2084704,1264000,1466463,908000,1714933,3086336,3757987
ntagfu0027.2012,6044.738,20,0,6,1.8,36,2.749545417,0,0,6,0,0,0.775,4,1,4,2.572,0.049,0,11.01233859,11.94807809,412.1,283.9,140.1,275.2,268.8,835.5,1104.3,394.2,156.1,0,37.2,0,433.7,433.7,6.333333333,6,9.84,1,2,101.5501595,101.4784851,101.986468,102.5248289,102.5587044,102.8984827,158.4796963,157.5598984,164.526053,106.160985,105.9708366,107.2804825,2,11.66666667,11,17.68,368.875,3.888888889,4,5.92,14.33333333,14,17.2,80.44444444,81,83,365,389.93,613.625,611,655.81,936.125,945,972.53,1745.875,1739.5,1851.28,2655.25,2649,2774.73,1770,1771.5,1891.18,15255653,28451823,18650020,43271542,28364268,15208706,28844979,18907731,10138183,6666039,2307692,4800679,43466066,-2085216,2085216,-71124,-2068182,1132000,1330665,809000,1579872,3017531,3653997
ntagfu0028.2012,5606.438444,16,0,0,0,0,0,0,0,0,0,0,0.62,5,1,5.066666667,3.768,0.127,0.001,11.01416158,11.95439495,412.8,286.7,143.6,277.7,275.3,838.5,1113.8,401.1,163.1,0,37.7,0,434.5,434.5,17.91666667,14.5,32.78,2,4,102.9372082,102.931015,103.7548489,104.9446799,104.8607559,106.2453257,161.498394,162.2394409,170.1596935,110.7989674,110.8884087,113.8294197,2,30.41666667,26,52.78,421.4166667,10.91666667,10.5,16.89,24.5,22.5,35.45,62.91666667,65.5,73,406.5,545.9,723.1666667,691.5,862.61,1075.75,1075.5,1182.71,2104.166667,2063.5,2267.91,2634.333333,2623,2918.84,1745.833333,1741,1991.65,14875547,29096566,19559997,36427748,24488341,12519604,24141507,16228988,8297030,6627230,2646608,4885037,43269074,-1957731,1957731,932710,-1118615,1381000,1637116,1029000,1887150,3236867,3990030
ntagfu0029.2012,3668.793333,25,0,9,6.12,153,,9,9,0,1,2,0.44286,7,1,2.966666667,6.492,0.494,0.01,11.01416343,11.98246996,412.4,289.9,150.2,281.4,285.3,841.8,1127.1,408.8,156.8,0,37.3,0,420.8,420.8,2.7,2.5,6.73,1,7,101.4373608,101.4726677,101.7602652,102.5254599,102.5116348,103.4957002,155.9141782,157.0498047,160.8316064,106.1216539,106.1113968,107.3431288,1,4.666666667,4.5,12.34,435.5,21,24.5,33.78,12.41666667,10.5,19.45,65,58.5,85.89,437,484,742.9166667,753,859.92,1162.666667,1153.5,1416.35,1948.416667,1993.5,2135.45,2836.083333,2827.5,3180.31,2180.833333,2124.5,2561.99,15650028,26226584,16758171,38174986,24392919,14555836,29355020,18757167,11192849,7689595,2352406,4483271,41113767,-2205882,2205882,-562016,-1856187,1206000,1242327,786000,1453761,2527331,2947664
ntagfu0030.2012,6360.2,20,0,0,0,0,0,0,0,0,0,0,3.1,1,11,8.033333333,0.195,0,0,11.02663256,11.49557155,407.7,328.8,210.9,319,384.4,876,1260.4,266.7,318.4,0,86.4,97.5,565.4,662.9,27,26,46.44,2,4,102.1774699,102.1931534,102.4856488,103.5532184,103.4970474,104.3591855,159.0745578,159.2238617,161.9917944,108.5731667,108.7974243,110.1334637,3,43.88888889,43,69.36,269.8888889,5.111111111,5,8.84,31.66666667,31,44,61.66666667,61,72.6,270,344.48,469,477,538.2,630.4444444,639,789.96,1693,1673,1796.88,2046,2007,2285,1234.888889,1205,1457.4,13442312,36098081,26854071,43624733,32453296,12085056,26330253,19587593,7294087,6035625,2563530,5661425,48489960,-1464968,1464968,1568159,-944103,1224000,1841583,1063000,2177386,4575979,6392991
ntagfu0031.2012,5173.707,25,0,0,0,0,0,0,0,0,0,0,0.775,4,4,4.9,2.572,0.049,0,11.02663256,11.49557155,407.7,328.8,210.9,319,384.4,876,1260.4,266.7,318.4,0,86.4,97.5,565.4,662.9,16.77777778,15,29.52,2,3,102.7215229,102.6077805,103.2234113,104.6816381,104.6675797,105.2487076,162.0497437,161.3593445,166.3871198,110.5370873,110.3818893,111.5590897,2,28.88888889,27,48.36,430,4.888888889,4,8,23.66666667,23,32.4,69.77777778,73,76.84,439,463.32,632,642,664.64,886.1111111,913,926.76,1733.666667,1743,1775.36,2375,2355,2468.52,1499.888889,1515,1576.04,14020745,27431435,19564890,37579114,26802508,13699289,23732419,16926646,8651541,6315322,2242363,4655391,38441305,-1673254,1673254,724010,-1562804,1101000,1404465,847000,1667542,3234059,3985642
ntagfu0032.2012,2474.01,16,0,0,0,0,0,0,0,0,0,0,0.51667,6,1,3.966666667,5.087,0.269,0.003,11.02718522,11.46798299,407,326.8,207.6,315.9,379.1,871.6,1250.7,268.8,341.1,0,83.4,91.8,576.3,668.1,1.6,1,3.88,1,6,101.5653737,101.557724,102.008082,102.6734534,102.4551926,103.6215295,146.0838538,146.2378998,158.5944238,106.1875831,106.25737,107.8891757,1,2.555555556,2,7.6,552.3333333,11.88888889,9,19.84,6.333333333,6,10,80.33333333,82,85.92,565,604.52,898.8888889,939,987.8,1339.444444,1359,1465.44,2209,2237,2323.96,3204.222222,3162,3359.6,2281.888889,2190,2524.88,14901112,24574784,16491912,35646477,23922024,14505307,25385661,17036085,10329963,7121506,2425682,4219504,36679518,-1971390,1971390,-160356,-1838167,1311000,1329401,870000,1526673,2452086,2844215
ntagfu0033.2012,23737.56,25,0,0,0,0,0,0,0,0,0,0,3.1,1,11,8.033333333,0.195,0,0,11.02642685,11.47734949,404.1,325.7,205.5,310.5,375.2,863.8,1239,267.2,333.6,0,87.4,93.4,569.6,663,40,40,48.7,3,4,103.1140046,102.919899,104.21306,105.1902213,104.8280182,107.3484032,160.7360315,160.6132507,169.0863708,111.9503188,111.5301704,115.8964798,3,61.1875,62,70.85,209.3125,9.3125,9.5,11,38.375,38.5,41.25,50.6875,51,54,207,246.25,390.0625,390,429.65,470.125,465.5,564.45,1439.125,1445,1587.35,1637.4375,1641.5,1786.55,936.625,946,1030.95,12052556,36894728,30611539,41978850,34829832,11378007,24012178,19922893,6508295,5720066,2304144,5735375,44466141,-930233,930233,2117895,-643693,1049000,1739987,969000,2103778,5075956,7497720
ntagfu0034.2012,9030.945,16,0,0,0,0,0,0,0,0,0,0,3.1,1,9,8.033333333,0.195,0,0,11.02699416,11.49247608,411,331.7,215.2,327.4,392.6,887.9,1280.5,285.3,327.2,0,84.9,96,576.3,672.3,25.85714286,18,47,2,3,101.3161231,101.1328888,102.2572635,102.6694895,102.7254257,104.1773615,138.2090157,143.8058624,152.8170886,105.4867638,104.836586,109.1785934,1,35.875,30,70,428.5555556,17.22222222,11,,24,24,46,57.33333333,58,69.92,401,648.08,787,756,1302.6,1108.888889,1066,1955.48,2169.555556,2127,2772.12,3038,3040,4057.64,2221,2197,,14090075,27567415,19565130,38602287,27396794,14002868,28221093,20029058,10237120,7310731,2605581,4675237,38801619,-1693931,1693931,-118451,-1668907,1382000,1675862,1061000,1922798,3237717,3991359
ntagfu0035.2012,8413.79,25,0,0,0,0,0,0,0,0,0,0,3.1,1,5,8.833333333,0.195,0,0,11.02699416,11.49247608,411,331.7,215.2,327.4,392.6,887.9,1280.5,285.3,327.2,0,84.9,96,576.3,672.3,5.444444444,4,14.68,1,2,101.0475981,101.1913834,101.4213351,101.9215334,102.1712952,102.4594574,139.7809474,142.0608215,149.9235291,104.0119459,104.4473419,105.1293451,2,10.11111111,8,26.44,378.8888889,6.111111111,6,12.76,12.44444444,12,21.4,79.77777778,80,85.76,394,428.08,648.3333333,673,748.24,1033.111111,1045,1236.84,1935,1925,2053.64,3194.111111,3232,3449.24,2187.444444,2260,2469.8,15934876,29845758,18729834,49266495,30917402,16507034,33739503,21173371,11304622,6848367,2545826,4982578,47602666,-2290303,2290303,-611354,-2454670,1287000,1452827,902000,1698042,3039084,3686435
ntagfu0036.2012,12432.93333,20,0,0,0,0,0,0,0,0,0,0,0.62,5,5,4.433333333,3.768,0.127,0.001,10.88172387,11.41980532,395.6,296.7,148.15,264.25,280,815.1,1095.1,333.1,270.5,0,41.6,17.85,564.4,582.25,18.66666667,18,28.6,2,2,102.4828924,102.6882477,102.9564529,104.1393534,104.5561447,105.3463434,161.5598161,159.7675476,168.3962567,109.1395069,110.007164,110.8328922,2,31.77777778,31,46.52,408.4444444,3.111111111,2,6.76,25.33333333,25,31.8,70.22222222,69,78.68,401,480.8,668.3333333,660,731.72,982.7777778,970,1050.88,1858.111111,1866,1918.52,2693.888889,2646,3082.36,1779.333333,1721,2144.08,14704904,27802161,18906727,40307564,27410967,14497997,26623441,18105144,9576033,6605073,2371778,4711006,40888791,-1903030,1903030,217212,-1834762,1190000,1425490,876000,1676020,3084507,3755206
ntagfu0037.2012,10273.34,16,0,0,0,0,0,0,0,0,0,0,1.55,2,3,5.9,0.732,0.002,0,10.9022823,11.4128957,395.4,298.1,151.7,265.9,286.2,815.3,1101.5,324.4,281,0,43.7,21.1,566.9,588,14.33333333,11,28.44,2,3,103.1733381,103.097168,103.9302606,105.3114183,105.2772827,106.3316006,162.7249535,162.8222198,165.7672778,111.8684082,112.0130997,113.3353506,2,24.55555556,20,46.2,395.5555556,3.777777778,3,6,22.44444444,24,29.6,72.44444444,72,79.76,374,494.12,639.6666667,634,691.76,907.3333333,909,967.92,1837.111111,1807,1948.88,2499,2521,2773,1585.888889,1630,1778.2,14184471,28719819,20247367,39067223,27542248,13602879,24792427,17478570,8632515,6346094,2403692,4838449,40805126,-1733506,1733506,736411,-1526753,1198000,1531854,930000,1801395,3389213,4231508
ntagfu0039.2012,7432.81,20,0,0,0,0,0,0,0,0,0,0,0.31,10,1,2.333333333,10.917,1.813,0.134,10.91205366,11.47299594,394.4,296.8,149.6,262.6,282.1,811,1093.1,335.6,279.7,0,45.8,21.3,566.6,587.9,13.44444444,14,18.92,1,1,102.2631209,102.3460388,103.1164087,103.6649263,103.6242065,104.5960016,149.4554672,151.2391663,165.687417,108.3734724,109.0782013,110.3920853,2,23.77777778,25,32.84,388.6666667,3.222222222,3,5,9.111111111,10,12,86.22222222,87,88,395,446.76,675.3333333,673,772.44,1020.333333,1024,1138.6,2064,2051,2185.4,3011.555556,3059,3110.84,1876.333333,1869,2046.08,15108588,30562685,20228683,44593616,29515409,14590870,27783810,18389415,9090762,6230446,2692208,5071194,46206420,-2035398,2035398,477157,-1866010,1389000,1676970,1044000,1937160,3385214,4225081
ntagfu0040.2012,7240.1175,25,0,0,0,0,0,0,0,0,0,0,0.34444,9,5,2.6,9.432,1.258,0.064,10.900111,11.41406509,396.1,297.3,149,265.6,281.6,817.2,1098.8,334.8,270.6,0,41.8,17.4,567.3,584.7,52.75,51,57,3,1,103.7567755,103.8866348,104.5754396,107.7172235,107.7102165,109.0714811,154.7856229,154.3668518,160.2231432,114.7344761,115.2505455,116.9072582,3,75.25,74,79,271.9090909,2.25,2,3.89,50,49,53,46.16666667,46.5,50.78,277,300.8,516.9090909,514,562.6,719.1818182,726,771.4,2264.727273,2299,2383.1,2233.545455,2211,2436.2,1224.909091,1217,1373.5,13913120,43812874,31490330,43209638,31056756,9862315,23696799,17031981,5408638,5484147,3370180,6287770,61137251,-1643725,1643725,2981651,68935,1748000,2587923,1545000,2903044,5179350,7744909
ntagfu0041.2016,10569.7725,20,0,7,5.6,112,2.8,7,7,0,1,2,0.19375,16,1,1.633333333,18.978,7.223,2.12,10.8312484,11.53752379,416.1,302.3,109.8,264.2,262.7,819,1081.7,737.3,155.2,0.2,108,105.2,665.9,771.1,23.33333333,22,29.67,2,8,103.0060094,102.8853035,103.7377981,105.6008593,105.4260101,107.5051274,156.695268,155.999321,162.7324129,110.6634267,110.1834183,113.5590706,2,39.33333333,37,48.56,322.9166667,21.16666667,21.5,29.45,29.16666667,28,32.9,48.33333333,48,53,311.5,393.15,572.5833333,574.5,668.93,944,964.5,1088.94,1858.916667,1898.5,1985.94,2435.416667,2470,2620.13,1938.916667,1971.5,2168.19,16486683,32465434,19691914,42533838,25798905,13101269,33862611,20539371,10430358,7961334,2596231,5292181,53607511,-2453826,2453826,-210748,-1344048,1286000,1495896,914000,1757242,3261956,4029328
ntamgd0001.2014,5778.08,16,0,0,0,0,0,0,0,0,0,0,0,0,27,15.5,0,0,0,9.391210294,12.49372313,173.1,98,17.6,44.1,26,346.6,372.6,203.4,21.3,0.3,52.4,0.3,343.8,344.1,3.166666667,2,6.85,1,6,101.4193091,101.3138123,102.276363,102.2274466,101.8619614,104.0875927,145.2572203,144.8469391,162.1092995,105.285439,104.8948555,108.1002007,1,5.571428571,5,12.64,662.6875,19.3125,19,25.7,4,0,12,75.5,74,84.7,675.5,831.4,1094.8125,1114,,1574.0625,1619,2066,2309.125,2332.5,2740.05,2978.6875,3052.5,3559.15,2129.25,2107.5,2589.5,14377462,21091511,14669843,27207284,18923566,12899637,19448536,13527099,9221025,7148283,2168868,3570379,30366450,-1799100,1799100,405588,-1265368,1215000,1086341,735000,1241135,1892866,2111825
ntamgd0003.2016,2993.246667,16,0,0,0,0,0,0,0,0,0,0,0.62,5,1,5.133333333,3.768,0.127,0.001,10.718124,11.6431364,362.2,185.5,63.2,138.2,132.8,592.6,725.4,589,10.8,10.2,36.8,25.5,340.9,366.4,32.55555556,33,37,3,4,103.4839172,103.4392319,104.0575836,106.3792691,106.3558044,107.839339,157.1598969,155.0812378,170.0132605,113.1527795,112.801178,115.3375223,3,52.11111111,53,58,388.5555556,8.666666667,8,13.68,35.77777778,36,39,54.22222222,55,60,409,437.76,678.7777778,690,760,904.2222222,919,1002.76,2063.333333,2107,2177.92,2278.777778,2319,2456.04,1438.666667,1504,1615.4,13321329,30397774,22818874,33571779,25201524,11044157,21194958,15910543,6972536,6313326,2683762,5052900,40570305,-1428571,1428571,1785204,-495278,1385000,1895218,1159000,2182126,3906303,5106554
ntamgd0005.2016,5117.805,25,0,0,0,0,0,0,0,0,0,0,1.03333,3,1,5.6,1.543,0.014,0,10.7411512,11.58044097,363.6,182.2,64.6,132.9,133,584.8,717.8,539,22.5,13.3,35.7,26.4,428,454.4,28.11111111,33,36.92,3,8,102.9494756,103.0929947,103.2281406,106.5998696,106.9384537,107.6568604,144.3456794,141.5126495,154.4954297,111.3505232,111.9346848,113.4013513,3,45.11111111,53,57.84,441.2222222,17.88888889,19,20.92,31.77777778,36,38.6,48.77777778,44,78.08,434,556.8,825.8888889,818,938.2,1155,1139,1333.52,2512.444444,2521,2728.16,2623.111111,2608,2879.6,1805,1766,1974.32,13984932,30421095,21752766,31761066,22710919,10440474,21855240,15627706,7184238,6881142,3035264,5055439,42627879,-1666667,1666667,1637711,-216164,1687000,2099963,1357000,2348564,3700573,4747514
ntapck0001.2016,8984.9095,16,0,0,0,0,0,0,0,0,0,0,0.51667,6,11,4.9,5.087,0.269,0.003,10.9430974,11.25101302,454.8,381.6,170.3,381.9,389.5,1011.8,1401.3,584.5,253.1,,,,992,1253,49.5,55,61.67,3,4,104.7231839,104.7746086,105.4605322,109.9462999,109.7747993,111.8199803,150.2322108,150.4470062,159.5689124,118.1955757,118.2747536,120.7164218,3,71.08333333,77.5,82.78,236.4166667,5.25,4.5,14.23,48.91666667,52,55,44.5,43.5,52.56,229.5,334.54,490.5833333,473.5,585.15,592.6666667,558.5,738.38,2156,2159,2289.89,1811.25,1840,1916.57,917.5833333,914,1097.52,12080856,43947681,36377953,36920333,30561024,8400974,18703924,15482283,4255952,5066023,3268376,6296296,53159184,-942699,942699,4031891,869675,1666000,2691884,1564000,3027878,5691412,9083741
ntapck0002.2016,16375.18167,16,0,0,0,0,0,0,0,0,0,0,0.22143,14,1,2,16.531,5.115,1.063,10.96065592,11.26846795,450.2,373.3,166.5,379.1,383.5,996.2,1379.7,554.2,225,23.3,317.8,,957.4,1156.2,43.77777778,44,46.92,3,4,104.8056547,104.910347,105.1748325,109.9676064,109.8857422,111.3362415,150.0252245,148.6832581,156.059126,118.3380025,118.471756,119.7075684,3,65.88888889,67,69.84,224.6666667,11,11,13,43.55555556,44,45.6,44,44,45,230,252.96,424.1111111,429,444.52,553.1111111,559,571.68,1829,1848,1907.72,1724.222222,1735,1821.92,1038.666667,1011,1184.8,13041656,43125491,33067497,40654965,31173162,9427131,24490438,18778626,5678877,6023972,2905694,6236130,56260958,-1320368,1320368,2758982,295525,1405000,2233868,1276000,2592793,5356843,8186297
ntastu0001.2016,4327.624,20,0,0,0,0,0,0,0,0,0,0,0.3875,8,5,2.866666667,7.949,0.82,0.027,10.66799208,12.10007592,369,260.4,83.3,212.3,205.2,712.7,917.9,456.7,119.7,0.1,47.2,0.1,521.4,521.5,24.44444444,23,40.8,2,3,102.6679493,102.7074051,102.9519696,105.5211919,105.4455719,106.2973199,148.3181068,147.7957764,157.010943,110.2764918,109.8845215,111.877988,2,40.55555556,39,61.56,502.4444444,11.22222222,11,17,29.88888889,29,38,57.33333333,59,63,493,575,849.6666667,855,933.24,1178.777778,1128,1356.2,2408.888889,2427,2511.36,3050.888889,3030,3306.32,2011.888889,1987,2288.28,13873414,28350987,20435479,35906892,25881798,12665129,23678567,17067584,8351937,6594435,2832142,4786613,39353774,-1623088,1623088,898393,-1176255,1559000,1905413,1230000,2148847,3430006,4297352
ntastu0002.2016,5881.698667,16,0,0,0,0,0,0,0,0,0,0,0.44286,7,4,2.7,6.492,0.494,0.01,10.70378908,11.94037116,373.9,266.5,87.6,220.6,214.9,726.2,941.1,422.9,145.8,0,51.5,3.2,543.9,547.1,37.91666667,40,47,3,4,102.6500689,102.8449898,103.1351108,105.4089775,105.7644043,107.0143521,149.378938,149.2266769,156.1481207,110.9951738,111.8757782,112.8581128,3,58.58333333,62,70,425.8333333,3.583333333,3.5,5.89,39.41666667,41,46,55.58333333,55,67.9,418.5,493.93,717.75,703.5,817.62,954,935,1112.65,2264.416667,2264,2376.82,2741.75,2727.5,2940.67,1667.916667,1654,1850.13,13291536,31548822,23736024,38199234,28739518,12107975,23238128,17483403,7365767,6083402,2907530,5189534,42013270,-1418312,1418312,1518698,-953047,1547000,2109808,1310000,2391093,4070851,5405082
ntastu0003.2016,2824.458,16,0,0,0,0,0,0,0,0,0,0,0.28182,11,4,2.366666667,12.385,2.485,0.251,10.71734786,11.7497378,375.8,267.3,87.5,222.5,215.6,729.9,945.5,487.4,161.5,0,57,11.8,584.7,596.5,43.0625,45,47,3,4,104.1781836,104.2578125,104.7214874,109.2867818,109.2140846,111.6429596,146.3483496,147.7493134,154.8924019,116.4792609,116.5303497,118.8928375,3,65.0625,67.5,70,293.4375,5.375,5,11.55,43.0625,44.5,46,50.0625,49,55.85,293.5,380.9,568,567,669.85,784.5,789.5,959.3,2268.875,2240.5,2442.85,2104.5,2147,2399.85,1227.8125,1201.5,1563.85,13811620,39944982,28921287,37051056,26826004,9275522,21616417,15650892,5411548,5834224,3254211,5994358,55114065,-1597633,1597633,2978541,375114,1700000,2457197,1484000,2764531,4862385,7008401
ntastu0004.2016,6922.0375,16,0,7,2.1875,35,3.244586838,0,0,7,0,0,0.23846,13,1,1.766666667,15.204,4.149,0.7,10.81403818,11.65065205,408.6,298.9,108.1,258.9,258.9,805.4,1064.3,699,114.9,0,106.7,113.6,599.2,712.8,21.88888889,22,33.92,2,8,102.7376404,102.9371033,103.3489142,105.1901177,105.1486282,106.9503922,154.9912432,156.6557922,164.5598773,110.6184599,110.2285843,113.515715,2,36.66666667,37,53.92,332.4444444,18.77777778,22,28.84,27.77777778,28,36.6,52.22222222,49,59,310,422.64,599.3333333,602,677.44,972.5555556,952,1140.52,1942.666667,2003,2142.96,2567.888889,2485,2916.04,1983.111111,2051,2365.12,16227290,32413793,19974866,42845755,26403519,13218371,33088617,20390723,10208190,7722729,2671396,5285321,52609218,-2374284,2374284,-104459,-1386117,1343000,1576242,970000,1838514,3328758,4134859
ntastu0005.2016,8402.808944,16,7,7,7,112,0,7,7,7,1,2,0.22143,14,1,1.766666667,16.531,5.115,1.063,10.81311477,11.89066266,404.4,295.9,106.6,254.6,255.6,796.3,1051.9,598.3,90.2,0,99.9,107.8,534.4,642.2,17.0625,16,29.8,2,7,101.9537649,101.8282852,102.8024864,103.505578,103.3832207,105.0033951,153.455514,152.0879745,160.5135727,107.363688,106.990593,110.8868538,2,29.5,28,49.2,336.6875,17.3125,16.5,22,24.1875,23.5,30.5,56.9375,57,60.85,329,412.15,543.1875,539,650.3,810.6875,808.5,963.4,1609.375,1590.5,1706.8,2406.75,2414,2626.25,1928.9375,1896.5,2205.55,14924635,29628351,19851977,44307905,29687765,14954563,35511449,23793848,11985631,8014698,2235738,4953532,44201947,-1973392,1973392,-901894,-1985056,1066000,1346027,799000,1615447,3303018,4094040
