,uid,site_x,date_er,am_date,year,date,zone,easting,northing,lattitude,longitude,datum,factor,count,height_o,height_g,Discription,issues,cent_sp01,cent_l_sp01,cent_d_sp01,cent_sp02,cent_l_sp02,cent_d_sp02,cent_sp03,cent_l_sp03,cent_d_sp03,cent_sp04,cent_l_sp04,cent_d_sp04,cent_sp05,cent_l_sp05,cent_d_sp05,cent_sp06,cent_l_sp06,cent_d_sp06,cent_sp07,cent_l_sp07,cent_d_sp07,cent_sp08,cent_l_sp08,cent_d_sp08,cent_sp09,cent_l_sp09,cent_d_sp09,cent_sp10,cent_l_sp10,cent_d_sp10,cent_sp11,cent_l_sp11,cent_d_sp11,north_sp01,north_l_sp01,north_d_sp01,north_sp02,north_l_sp02,north_d_sp02,north_sp03,north_l_sp03,north_d_sp03,north_sp04,north_l_sp04,north_d_sp04,north_sp05,north_l_sp05,north_d_sp05,north_sp06,north_l_sp06,north_d_sp06,north_sp07,north_l_sp07,north_d_sp07,north_sp08,north_l_sp08,north_d_sp08,north_sp09,north_l_sp09,north_d_sp09,north_sp10,north_l_sp10,north_d_sp10,north_sp11,north_l_sp11,north_d_sp11,south_sp01,south_l_sp01,south_d_sp01,south_sp02,south_l_sp02,south_d_sp02,south_sp03,south_l_sp03,south_d_sp03,south_sp04,south_l_sp04,south_d_sp04,south_sp05,south_l_sp05,south_d_sp05,south_sp06,south_l_sp06,south_d_sp06,south_sp07,south_l_sp07,south_d_sp07,south_sp08,south_l_sp08,south_d_sp08,south_sp09,south_l_sp09,south_d_sp09,south_sp10,south_l_sp10,south_d_sp10,south_sp11,south_l_sp11,south_d_sp11,sw_sp01,sw_l_sp01,sw_d_sp01,sw_sp02,sw_l_sp02,sw_d_sp02,sw_sp03,sw_l_sp03,sw_d_sp03,sw_sp04,sw_l_sp04,sw_d_sp04,sw_sp05,sw_l_sp05,sw_d_sp05,sw_sp06,sw_l_sp06,sw_d_sp06,sw_sp07,sw_l_sp07,sw_d_sp07,sw_sp08,sw_l_sp08,sw_d_sp08,sw_sp09,sw_l_sp09,sw_d_sp09,sw_sp10,sw_l_sp10,sw_d_sp10,sw_sp11,sw_l_sp11,sw_d_sp11,ne_sp01,ne_l_sp01,ne_d_sp01,ne_sp02,ne_l_sp02,ne_d_sp02,ne_sp03,ne_l_sp03,ne_d_sp03,ne_sp04,ne_l_sp04,ne_d_sp04,ne_sp05,ne_l_sp05,ne_d_sp05,ne_sp06,ne_l_sp06,ne_d_sp06,ne_sp07,ne_l_sp07,ne_d_sp07,ne_sp08,ne_l_sp08,ne_d_sp08,ne_sp09,ne_l_sp09,ne_d_sp09,ne_sp10,ne_l_sp10,ne_d_sp10,ne_sp11,ne_l_sp11,ne_d_sp11,se_sp01,se_l_sp01,se_d_sp01,se_sp02,se_l_sp02,se_d_sp02,se_sp03,se_l_sp03,se_d_sp03,se_sp04,se_l_sp04,se_d_sp04,se_sp05,se_l_sp05,se_d_sp05,se_sp06,se_l_sp06,se_d_sp06,se_sp07,se_l_sp07,se_d_sp07,se_sp08,se_l_sp08,se_d_sp08,se_sp09,se_l_sp09,se_d_sp09,se_sp10,se_l_sp10,se_d_sp10,se_sp11,se_l_sp11,se_d_sp11,nw_sp01,nw_l_sp01,nw_d_sp01,nw_sp02,nw_l_sp02,nw_d_sp02,nw_sp03,nw_l_sp03,nw_d_sp03,nw_sp04,nw_l_sp04,nw_d_sp04,nw_sp05,nw_l_sp05,nw_d_sp05,nw_sp06,nw_l_sp06,nw_d_sp06,nw_sp07,nw_l_sp07,nw_d_sp07,nw_sp08,nw_l_sp08,nw_d_sp08,nw_sp09,nw_l_sp09,nw_d_sp09,nw_sp10,nw_l_sp10,nw_d_sp10,nw_sp11,nw_l_sp11,nw_d_sp11,siteyear,site_y,b1_h99a2_min,b1_h99a2_max,b1_h99a2_mean,b1_h99a2_med,b1_h99a2_std,b1_h99a2_p25,b1_h99a2_p50,b1_h99a2_p75,b1_h99a2_p95,b1_h99a2_p99
0,71,vrd23,2012-07-29 00:00:00,20120729,2012,2012-07-29,52.0,718909.0,8119988.0,,,WGS84,0.1,7.0,5.0,0.05,Sparce annual / tussock grassland with scattered low trees,,Terminalia arostrata,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminalia arostrata,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminalia arostrata,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminalia arostrata,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminalia arostrata,1.0,0.0,Corymbia terminalis,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminalia arostrata,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vrd23.2012_1ha,vrd23.2012_1ha,3.327430725097656,6.337692260742188,4.9215850830078125,4.6275596618652335,0.978781679725366,4.104440689086913,4.6275596618652335,5.962200164794923,6.296821212768563,6.32951805114746
0,73,vrd25,2012-07-30 00:00:00,20120730,2012,2012-07-30,52.0,719855.0,8156079.0,,,WGS84,0.1,7.0,6.0,0.6,Annual tussock grassland with a scattering of trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia terminalis,1.0,0.0,Terminalia canescens,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminalia arostrata,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia terminalis,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminalia arostrata,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vrd25.2012_1ha,vrd25.2012_1ha,4.342048645019531,7.7069091796875,6.5983519554138175,6.992256164550781,0.9999750768541952,5.7587337493896475,6.992256164550781,7.56785774230957,7.699567794799805,7.705440902709952
0,78,vrd30,2012-07-31 00:00:00,20120731,2012,2012-07-31,52.0,725857.0,8192472.0,,,WGS84,0.25,7.0,8.5,0.1,Low open woodland / woodland ,No basal ,Eucalyptus tectifica,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus tectifica,14.0,2.0,Exocarpos parvifolia,2.0,0.0,Acacia holosericea,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus tectifica,16.0,1.0,Exocarpos parvifolia,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus tectifica,12.0,2.0,Exocarpos parvifolia,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus tectifica,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus tectifica,24.0,1.0,Exocarpos parvifolia,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus tectifica,23.0,3.0,Exocarpos parvifolia,3.0,0.0,Bauhinia cunninghamii,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,vrd30.2012_1ha,vrd30.2012_1ha,6.908592224121094,18.60755157470703,11.788872909545901,11.061164855957033,2.566805587666355,10.313482284545898,11.061164855957033,13.009073257446287,16.49317970275878,18.184677200317378
0,80,vrd32,2012-08-01 00:00:00,20120801,2012,2012-08-01,52.0,739348.0,8206683.0,,,WGS84,0.1,7.0,2.0,0.0,Annual tussock grassland with scattered shrubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calotropis procera,1.0,0.0,Atalaya hemiglauca,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calotropis procera,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calotropis procera,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vrd32.2012_1ha,vrd32.2012_1ha,4.345916748046875,6.801307678222656,5.384899139404297,5.269489288330078,0.5922339533090705,4.9444923400878915,5.269489288330078,5.643526077270508,6.3529052734375,6.711627197265627
0,81,vrd33,2012-08-01 00:00:00,20120801,2012,2012-08-01,52.0,731065.0,8212096.0,,,WGS84,0.1,7.0,10.0,0.5,Clossed tussock grassland with scattered trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vrd33.2012_1ha,vrd33.2012_1ha,7.353347778320312,10.586265563964844,9.454131126403807,9.461383819580078,0.7357380742199241,9.06954574584961,9.461383819580078,9.91944694519043,10.453828811645508,10.559778213500977
0,85,vrd37,2012-08-02 00:00:00,20120802,2012,2012-08-02,52.0,728961.0,8210533.0,,,WGS84,0.25,7.0,8.0,0.2,Low woodland with sparce tussock/sedge cover,,Eucalyptus microtheca,33.0,9.0,Exocarpos parvifolia,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,24.0,6.0,Exocarpos parvifolia,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,27.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,29.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,25.0,6.0,Exocarpos parvifolia,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,32.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,32.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vrd37.2012_1ha,vrd37.2012_1ha,11.784431457519533,17.325210571289062,14.223703384399414,14.143547058105467,1.4842361006686928,13.335018157958984,14.143547058105467,14.992279052734375,17.01093864440918,17.26235618591309
0,87,el02,2013-04-14 00:00:00,20130414,2013,2013-04-14,53.0,343831.994626,8061264.31986,,,WGS84,0.1,7.0,,,,,Bauhinia cunninghamii,13.0,0.0,Gyrocarpus sp.,1.0,0.0,Corymbia dichromphloia,1.0,1.0,Atalaya hemiglauca,2.0,0.0,Acacia hemignosta,2.0,0.0,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii,15.0,0.0,Gyrocarpus sp.,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii,6.0,1.0,Gyrocarpus sp.,1.0,0.0,Corymbia dichromphloia,3.0,1.0,Atalaya hemiglauca,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii,9.0,6.0,Gyrocarpus sp.,1.0,0.0,Corymbia dichromphloia,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii,21.0,0.0,Corymbia dichromphloia,1.0,0.0,Atalaya hemiglauca,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii,7.0,5.0,Gyrocarpus sp.,1.0,0.0,Corymbia dichromphloia,2.0,1.0,Corymbia terminalis,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii,13.0,8.0,Gyrocarpus sp.,2.0,0.0,Corymbia dichromphloia,1.0,0.0,Acacia holosericea,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,el02.2013_1ha,el02.2013_1ha,0.9486236572265624,7.292816162109375,4.024104309082033,4.1324424743652335,1.7505602876754929,2.646656036376953,4.1324424743652335,5.218652725219727,6.411439514160165,7.116540832519532
0,88,nc01,2013-04-14 00:00:00,20130414,2013,2013-04-14,53.0,263120.999147,7438071.99971,,,GDA94,0.25,7.0,,,,,Eucalyptus microtheca,9.0,2.0,Exocarpos parvifolia,5.0,4.0,Acacia stenophylla,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,11.0,1.0,Exocarpos parvifolia,10.0,1.0,Acacia stenophylla,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,15.0,0.0,Exocarpos parvifolia,3.0,0.0,Acacia stenophylla,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,16.0,1.0,Exocarpos parvifolia,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,15.0,3.0,Exocarpos parvifolia,13.0,2.0,Acacia stenophylla,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,14.0,1.0,Exocarpos parvifolia,17.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,15.0,1.0,Exocarpos parvifolia,7.0,0.0,Acacia stenophylla,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,nc01.2013_1ha,nc01.2013_1ha,,,,,,,,,,
0,89,nc02,2013-04-14 00:00:00,20130414,2013,2013-04-14,53.0,331033.0,8080603.0,,,GDA94,0.25,7.0,,,,,Eucalyptus microtheca,12.0,0.0,Excoecaria sp.,6.0,0.0,Lysiphyllum cunninghamii,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,6.0,0.0,Excoecaria sp.,5.0,0.0,Lysiphyllum cunninghamii,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,10.0,1.0,Excoecaria sp.,6.0,4.0,Lysiphyllum cunninghamii,2.0,0.0,P. careya,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,7.0,0.0,Excoecaria sp.,2.0,0.0,Lysiphyllum cunninghamii,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,9.0,0.0,Excoecaria sp.,2.0,1.0,Lysiphyllum cunninghamii,6.0,0.0,P. careya,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,17.0,1.0,Excoecaria sp.,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,9.0,0.0,Excoecaria sp.,3.0,0.0,Lysiphyllum cunninghamii,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,nc02.2013_1ha,nc02.2013_1ha,4.735466003417969,6.157676696777344,5.204639911651611,4.9941253662109375,0.4426145120172673,4.919013977050781,4.9941253662109375,5.3380393981933585,6.128677368164063,6.151876831054692
0,90,nc03,2013-04-14 00:00:00,20130414,2013,2013-04-14,53.0,331982.0,8079271.0,,,GDA94,0.1,7.0,,,,,Eucalyptus microtheca,20.0,7.0,Excoecaria parvifolia,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,19.0,1.0,Excoecaria parvifolia,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,25.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,18.0,4.0,Excoecaria parvifolia,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,25.0,2.0,Exocoecaria parvifolia,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,9.0,1.0,Excoecaria parvifolia,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus microtheca,21.0,2.0,Excoecaria parvifolia,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,nc03.2013_1ha,nc03.2013_1ha,5.312522888183594,6.6551513671875,6.001083850860597,6.013134002685548,0.3731508331180836,5.680438995361327,6.013134002685548,6.3100318908691415,6.4594688415527335,6.616014862060553
0,91,lim01,2012-05-29 00:00:00,20120529,2012,2012-05-29,53.0,579501.0,8196202.0,,,GDA94,0.1,7.0,,,,,Eucalyptus leucophloia,21.0,9.0,Corymbia terminalis,1.0,0.0,E. chlorostachys,3.0,0.0,Lysiphyllum cunninghamii,3.0,0.0,Erythroxylum ellipticum,1.0,0.0,,,,,,,,,,,,,,,,,,,Eucalyptus leucophloia,32.0,5.0,Corymbia terminalis,2.0,0.0,E. chlorostachys,2.0,0.0,Lysiphyllum cunninghamii,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,Eucalyptus leucophloia,15.0,13.0,E. chlorostachys,4.0,0.0,Lysiphyllum cunninghamii,1.0,0.0,Eucalyptus tectifica,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,Eucalyptus leucophloia,18.0,9.0,E. chlorostachys,2.0,0.0,Lysiphyllum cunninghamii,2.0,0.0,Eucalyptus tectifica,4.0,0.0,Carissa lanceolata,2.0,0.0,P. pubescens,1.0,0.0,,,,,,,,,,,,,,,,Eucalyptus leucophloia,15.0,4.0,Corymbia terminalis,1.0,0.0,E. chlorostachys,6.0,0.0,Lysiphyllum cunninghamii,1.0,0.0,Eucalyptus tectifica,1.0,0.0,Brachychiton diversifolius,1.0,0.0,,,,,,,,,,,,,,,,Eucalyptus leucophloia,17.0,3.0,Corymbia terminalis,2.0,0.0,E. chlorostachys,10.0,0.0,Eucalyptus tectifica,3.0,0.0,Brachychiton diversifolius,3.0,0.0,,,,,,,,,,,,,,,,,,,Eucalyptus leucophloia,29.0,11.0,Lysiphyllum cunninghamii,2.0,0.0,P. pubescens,1.0,0.0,Terminalia canescens,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,lim01.2012_1ha,lim01.2012_1ha,8.362190246582031,11.851966857910154,10.20622695119758,9.79547119140625,1.0891079462077051,9.387012481689453,9.79547119140625,11.33697509765625,11.827714538574215,11.847116394042954
0,93,lim03,2012-05-30 00:00:00,20120530,2012,2012-05-30,53.0,573428.0,8181141.0,,,GDA94,0.25,7.0,,,,,E. chlorostachys,6.0,1.0,Eucalyptus chlorophylla,16.0,1.0,Corymbia terminalis,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,E. chlorostachys,6.0,0.0,Eucalyptus chlorophylla,13.0,0.0,Corymbia terminalis,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,E. chlorostachys,8.0,2.0,Eucalyptus chlorophylla,13.0,0.0,Corymbia terminalis,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,E. chlorostachys,8.0,4.0,Eucalyptus chlorophylla,4.0,1.0,Corymbia terminalis,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,E. chlorostachys,12.0,0.0,Eucalyptus chlorophylla,14.0,0.0,Corymbia terminalis,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,E. chlorostachys,6.0,0.0,Eucalyptus chlorophylla,14.0,1.0,Corymbia terminalis,0.0,1.0,Bauhinia cunninghamii,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,E. chlorostachys,7.0,0.0,Eucalyptus chlorophylla,18.0,1.0,Corymbia terminalis,4.0,0.0,Bauhinia cunninghamii,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,lim03.2012_1ha,lim03.2012_1ha,10.186286926269533,16.274978637695312,14.226373291015621,14.490402221679688,1.6308685430066314,13.472984313964846,14.490402221679688,15.433820724487305,16.237427139282218,16.26746833801269
0,94,lim04,2012-05-30 00:00:00,20120530,2012,2012-05-30,53.0,573458.0,8177216.0,,,GDA94,0.1,7.0,,,,,Corymbia grandifolia,2.0,0.0,Terminalia canescens,8.0,0.0,Grevillea refracta,5.0,2.0,Corymbia ferruginea,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,Corymbia grandifolia,3.0,0.0,Terminalia canescens,7.0,3.0,Grevillea refracta,3.0,0.0,Corymbia ferruginea,10.0,0.0,E. chlorostachys,1.0,0.0,,,,,,,,,,,,,,,,,,,Corymbia grandifolia,3.0,0.0,Terminalia canescens,11.0,0.0,Grevillea refracta,6.0,0.0,Corymbia ferruginea,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,Corymbia grandifolia,7.0,0.0,Terminalia canescens,3.0,0.0,Grevillea refracta,0.0,5.0,Corymbia ferruginea,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,Corymbia grandifolia,3.0,0.0,Terminalia canescens,8.0,1.0,Corymbia ferruginea,7.0,1.0,E. chlorostachys,1.0,0.0,Brachychiton diversifolius,1.0,0.0,,,,,,,,,,,,,,,,,,,Corymbia grandifolia,2.0,1.0,Terminalia canescens,4.0,1.0,Grevillea refracta,6.0,2.0,Corymbia ferruginea,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,Corymbia grandifolia,2.0,0.0,Terminalia canescens,15.0,0.0,Grevillea refracta,6.0,0.0,Corymbia ferruginea,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,lim04.2012_1ha,lim04.2012_1ha,8.897994995117188,12.844001770019533,11.260508728027348,11.043548583984377,1.0266783371192485,10.79877471923828,11.043548583984377,12.31890106201172,12.68272552490235,12.806781921386714
0,96,lim06,2012-05-30 00:00:00,20120530,2012,2012-05-30,53.0,576019.0,8196839.0,,,GDA94,0.1,7.0,,,,,Terminalia canescens,8.0,1.0,Corymbia grandifolia,9.0,0.0,Corymbia terminalis,7.0,0.0,Bauhinia cunninghamii,1.0,0.0,Hakea arborescens,2.0,0.0,Eucalyptus chlorophylla,5.0,1.0,Petalostigma pubescens,5.0,4.0,Brachychiton diversifolius,1.0,0.0,E. chlorostachys,3.0,0.0,,,,,,,Terminalia canescens,12.0,6.0,Corymbia grandifolia,7.0,0.0,Corymbia terminalis,8.0,2.0,Bauhinia cunninghamii,3.0,0.0,Hakea arborescens,6.0,0.0,Eucalyptus chlorophylla,4.0,0.0,Petalostigma pubescens,4.0,0.0,Brachychiton diversifolius,1.0,0.0,E. chlorostachys,6.0,0.0,,,,,,,Terminalia canescens,5.0,3.0,Corymbia grandifolia,8.0,0.0,Hakea arborescens,6.0,1.0,Eucalyptus chlorophylla,5.0,3.0,Petalostigma pubescens,10.0,2.0,E. chlorostachys,3.0,2.0,,,,,,,,,,,,,,,,Terminalia canescens,5.0,1.0,Corymbia grandifolia,1.0,0.0,Corymbia terminalis,2.0,0.0,Hakea arborescens,2.0,0.0,Eucalyptus chlorophylla,9.0,1.0,Petalostigma pubescens,11.0,2.0,Brachychiton diversifolius,1.0,0.0,E. chlorostachys,8.0,1.0,,,,,,,,,,Terminalia canescens,3.0,2.0,Corymbia grandifolia,7.0,0.0,Corymbia terminalis,9.0,0.0,Bauhinia cunninghamii,2.0,0.0,Hakea arborescens,1.0,0.0,Eucalyptus chlorophylla,3.0,0.0,Petalostigma pubescens,2.0,0.0,Brachychiton diversifolius,1.0,0.0,E. chlorostachys,2.0,0.0,,,,,,,Terminalia canescens,1.0,0.0,Corymbia grandifolia,5.0,0.0,Corymbia terminalis,5.0,0.0,Bauhinia cunninghamii,1.0,0.0,Hakea arborescens,3.0,0.0,Eucalyptus chlorophylla,6.0,1.0,Petalostigma pubescens,4.0,0.0,Brachychiton diversifolius,1.0,0.0,E. chlorostachys,17.0,0.0,,,,,,,Terminalia canescens,4.0,2.0,Corymbia grandifolia,5.0,0.0,Corymbia terminalis,8.0,0.0,Hakea arborescens,4.0,0.0,Eucalyptus chlorophylla,9.0,0.0,,,,,,,,,,,,,,,,,,,lim06.2012_1ha,lim06.2012_1ha,9.24689483642578,12.705558776855467,11.279403686523438,11.427238464355467,1.0145128686587757,10.541509628295898,11.427238464355467,12.091337203979492,12.543053054809564,12.673057632446287
0,97,legu01,2012-10-05 00:00:00,20121005,2012,2012-10-05,52.0,527394.0,8299333.0,,,WGS84,0.1,7.0,,,,,Corymbia polycarpa,4.0,0.0,Melaleuca nervoa,2.0,0.0,Melaleuca viridiflora,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,4.0,0.0,Melaleuca nervoa,2.0,0.0,Melaleuca viridiflora,10.0,0.0,Acacia sp.,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,2.0,0.0,Melaleuca nervoa,1.0,0.0,Melaleuca viridiflora,8.0,0.0,Acacia sp.,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,1.0,0.0,Melaleuca viridiflora,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,4.0,1.0,Melaleuca nervoa,4.0,0.0,Melaleuca viridiflora,1.0,0.0,Acacia sp.,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,3.0,1.0,Melaleuca nervoa,3.0,0.0,Acacia sp.,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,3.0,0.0,Melaleuca nervoa,1.0,0.0,Melaleuca viridiflora,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,legu01.2012_1ha,legu01.2012_1ha,8.197036743164062,11.48199462890625,9.913537216186526,9.768943786621094,0.8682500129378821,9.320083618164062,9.768943786621094,10.409027099609377,11.421923828124989,11.469980468750007
0,100,legu04,2012-10-07 00:00:00,20121007,2012,2012-10-07,52.0,527634.0,8297780.0,,,WGS84,0.1,7.0,,,,,E. tetrodonta,15.0,2.0,Corymbia ferruginea,1.0,0.0,Grevillea decurrens,4.0,0.0,Terminalia canescens,1.0,0.0,Eucalyptus tectifica,2.0,0.0,,,,,,,,,,,,,,,,,,,E. tetrodonta,7.0,0.0,Corymbia ferruginea,1.0,0.0,E. chlorostachys,1.0,0.0,Grevillea decurrens,3.0,0.0,Terminalia canescens,2.0,0.0,Terminalia carpentariae,1.0,0.0,Eucalyptus tectifica,2.0,0.0,,,,,,,,,,,,,E. tetrodonta,17.0,0.0,Corymbia ferruginea,1.0,0.0,E. chlorostachys,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,E. tetrodonta,16.0,1.0,Corymbia ferruginea,2.0,0.0,E. chlorostachys,4.0,0.0,Terminalia canescens,1.0,0.0,Eucalyptus tectifica,4.0,0.0,,,,,,,,,,,,,,,,,,,E. tetrodonta,12.0,0.0,Corymbia ferruginea,1.0,0.0,E. chlorostachys,6.0,0.0,Terminalia canescens,3.0,0.0,Terminalia carpentariae,2.0,0.0,Eucalyptus tectifica,3.0,0.0,,,,,,,,,,,,,,,,E. tetrodonta,14.0,0.0,Corymbia ferruginea,2.0,0.0,E. chlorostachys,3.0,0.0,Terminalia canescens,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,E. tetrodonta,11.0,1.0,Corymbia ferruginea,2.0,0.0,E. chlorostachys,7.0,0.0,Grevillea decurrens,1.0,0.0,Terminalia canescens,2.0,0.0,Eucalyptus tectifica,3.0,0.0,,,,,,,,,,,,,,,,legu04.2012_1ha,legu04.2012_1ha,9.281478881835938,12.21160125732422,11.29152011871338,11.48664093017578,0.7824140444033743,11.044628143310547,11.48664093017578,11.816476821899414,12.139554977416992,12.197192001342769
