site_clean,AGB,b1_wfp_dry_mean,b1_ccw_dry_mean,b1_hsd_mean,b1_hmc_mean,b1_hcv_mean,b1_h99_mean,b1_h25_mean,b1_dp1fm_mean,b1_dp1fm_dry_mean,b2_dp1fm_mean,b2_dp1fm_dry_mean,b3_dp1fm_mean,b3_dp1fm_dry_mean,b1_dbifm_mean,b2_dbifm_mean,b3_dbifm_mean,b4_dbifm_mean,b5_dbifm_mean,b6_dbifm_mean,dbifmdry_GNDVI,dbifman_GNDVI,dbifmdry_MSR,dbifman_MSR,dbifmdry_NBR,dbifman_NBR,dbifmdry_NDVI,dbifman_NDVI,dbifmdry_CVI,dbifman_CVI,dbifmdry_GDVI,dbifman_GDVI,dbifmdry_GSAVI,dbifman_GSAVI,dbifmdry_NDGI,dbifman_NDGI,dbifmdry_RI,dbifman_RI,dbifmdry_NDII,dbifman_NDII,dbifmdry_MSAVI,dbifman_MSAVI,dbifmdry_SAVI,dbifman_SAVI,dbifmdry_r42,dbifman_r42,dbifmdry_r32,dbifman_r32,dbifmdry_r43,dbifman_r43,dbifmdry_r52,dbifman_r52,dbifmdry_r53,dbifman_r53,dbifmdry_r54,dbifman_r54,dbifmdry_r62,dbifman_r62,dbifmdry_r63,dbifman_r63,dbifmdry_r64,dbifman_r64,dbifmdry_r65,dbifman_r65,dr_dsii,dr_wsum,dr_wsii,tx_dsum,tx_dsii,tx_wsum,tx_wsii,rx_wsum,rx_wsii,rx_dsii,ma_ammd,ma_asum,ma_dsii,ma_dmmd
AGB02.2012,0.0,45.88888888888889,68.0,103.63281334771052,107.12913513183594,151.3176066080729,114.12698703342016,105.0348595513238,8.777777777777779,10.666666666666666,47.22222222222222,44.33333333333334,42.333333333333336,43.66666666666666,282.1111111111112,488.77777777777777,549.5555555555555,2001.0,1866.555555555556,1073.0,5566970,6078746,6047316,9091382,1964774,3018868,4405850,5694118,47885270,46129611,1409000,1513000,2806400,3030445,-1538462,-588235,1538462,588235,-383207,349108,2022182,2531772,2336781,2884768,35115865,40938850,13648247,11243464,25729212,36411241,37914439,38188225,27779713,33964820,10796954,9328114,23594771,21952717,17287767,19524869,6719120,5362319,6223163,5748556,0.000278036633972,4590.599999999975,0.024102184921503,5040.7,0.0443271771073341,7398.100000000009,0.0385542996227741,11355.699999999992,0.0927514061331749,0.1011524498462677,5.8500000000000005,1742.8999999999994,0.4177177250385285,3.4000000000000004
AMG01.2012,8376.216104000001,44.0,66.0,103.87624443901908,106.2549073961046,169.41351826985678,113.9308658175998,103.03912353515624,13.111111111111107,1.3333333333333333,30.0,43.66666666666666,55.55555555555557,53.55555555555557,322.8888888888889,641.5555555555555,953.3333333333331,2172.0,2239.555555555556,1448.0,5898277,5442588,7201101,5096750,2881356,2000000,4947937,3900800,50775600,50377506,1438000,1531000,2899973,2939332,-1341991,-1957340,1341991,1957340,-338983,-151893,2197130,1970310,2534571,2250462,38717550,33855213,13097404,14859716,29561240,22783217,41431107,34908209,31633068,23491841,10700860,10311029,21393388,22570142,16334067,15188811,5525501,6666667,5163605,6465569,4.101760350749828e-05,3802.099999999984,0.0242192316800355,4597.300000000002,0.0875644385814666,7834.200000000003,0.054712489247322,7668.100000000002,0.1232713609933853,0.1393681615591049,2.8000000000000003,913.3,0.2751230299472809,0.8
AMG03.2012,0.0,3.333333333333333,6.916666666666668,101.58371861775714,103.48564910888672,137.6957982381185,106.5696957906087,102.44139226277667,4.833333333333333,0.6666666666666666,8.166666666666666,10.416666666666666,85.5,87.41666666666669,546.5833333333334,964.0,1557.416666666667,2862.416666666666,3354.666666666666,2108.1666666666665,5460945,4960795,4099401,3557840,1429988,1517103,3306405,2953157,58363315,47951718,1629000,1898000,3060879,3225697,-2629287,-2352241,2629287,2352241,-1452928,-791506,1787156,1886128,2030475,2078246,34056848,29693119,17141627,16155775,19867920,18379261,45633075,34799447,26621205,21539943,13399090,11719701,25540790,21868949,14899864,13536305,7499458,7364989,5596991,6284281,6.592364115931559e-06,3724.19999999998,0.0243236757814884,4625.800000000001,0.0880626067519187,7926.599999999998,0.050365675240755,7394.599999999998,0.1362654566764831,0.1484608352184295,2.0500000000000003,808.7999999999995,0.2467153221368789,0.3
AMG05.2012,24670.8,34.833333333333336,54.75,103.1392758687337,105.14028294881184,157.61300023396808,111.49267578125,102.66921488444012,15.5,8.75,17.833333333333332,37.25,65.25,52.75,372.58333333333326,601.6666666666665,821.1666666666664,1611.083333333333,2269.4166666666665,1633.5,5793397,4566004,7222079,4008002,2241024,-67818,4957136,3248355,47524435,36617590,1088000,1010000,2372783,2100666,-1173184,-1547117,1173184,1547117,-539075,-1695876,1753382,1328451,2111557,1594456,37477895,26777008,12648421,13648199,29630493,19619444,41738947,37718837,32999334,27636493,11136951,14086277,23753684,27149584,18779960,19892429,6338052,10139140,5691012,7197885,6.592364115931559e-06,3732.399999999984,0.0243385098874568,4619.600000000001,0.0877824947237968,7913.799999999997,0.0508551076054573,7436.299999999997,0.1342026889324188,0.1462162286043167,2.125,808.4999999999999,0.2490084916353225,0.3
AMG06.2012,3086.16,29.777777777777786,48.33333333333334,103.0152859157986,104.74065399169922,163.29356384277344,110.90995364718972,102.5407536824544,24.777777777777786,5.222222222222221,25.777777777777786,33.77777777777778,48.11111111111112,59.44444444444444,340.4444444444445,698.8888888888887,1011.8888888888888,2033.7777777777767,1990.333333333333,1322.5555555555557,5341797,4888319,5995724,4180551,2197205,2119225,4379863,3357424,42394332,42186907,1094000,1335000,2328320,2590221,-1255729,-1831480,1255729,1831480,-836979,106885,1668140,1645692,1997912,1905768,32953645,29100159,12886094,14478537,25573030,20098825,38956441,28478537,30231381,19669485,11821588,9786385,21076171,18923688,16355748,13070166,6395702,6502950,5410189,6644895,1.0254757398797665e-05,3746.8999999999824,0.0243406724184751,4615.300000000001,0.0877429395914077,7901.700000000005,0.0513415746390819,7468.799999999997,0.1329301297664642,0.1456756442785263,2.125,822.0999999999997,0.2479025721549988,0.3
AMG10.2012,2832.032,17.75,30.91666666666667,102.64441680908205,104.44855626424152,161.04228337605798,110.34778086344404,102.34632771809896,1.3333333333333333,1.5,30.5,24.91666666666667,66.66666666666667,72.08333333333333,377.83333333333326,617.5,863.8333333333336,1987.333333333333,2564.6666666666665,1506.166666666667,5260295,5261137,5191686,5173771,1178145,1377040,3953819,3943860,44917065,45044144,1354000,1370000,2681542,2702525,-1649555,-1662162,1649555,1662162,-1367033,-1267853,1841765,1854927,2136276,2147771,32180205,32183536,13944027,13989204,23078128,23005981,42374061,41533063,30388682,29689369,13167741,12905065,25406143,24391363,18220090,17435848,7894960,7578833,5995683,5872758,2.539220622566063e-05,3781.999999999983,0.0243025720119476,4592.899999999998,0.0870648175477981,7836.2,0.0542026571929454,7693.200000000003,0.1238459199666976,0.138587549328804,2.8500000000000005,916.1,0.2683544158935547,0.7000000000000001
ANT01.2012,0.0,1.0,1.5,100.99809201558428,101.97762171427412,145.27521514892578,104.60144742329916,101.17082913716636,20.0,15.833333333333336,3.25,1.8333333333333333,75.25,80.75,812.4166666666664,1133.8333333333333,1503.833333333333,2290.1666666666665,3173.583333333333,2218.1666666666665,3187001,3380076,2126164,2343498,-87851,159716,1904272,2074875,25478188,26812335,1118000,1157000,1971086,2060430,-1365607,-1403642,1365607,1403642,-1751070,-1616328,1093678,1174111,1249156,1342545,19350993,20198442,13160683,13263266,14703639,15228860,27567097,27989857,20946554,21103292,14245830,13857434,19693970,19563428,14964246,14750083,10177240,9685612,7144013,6989470,2.832209247571882e-05,3591.199999999986,0.0244569033384323,4519.999999999999,0.0867699086666107,7991.899999999998,0.0435440875589847,6767.499999999997,0.1352514624595642,0.1581661850214004,1.425,641.5000000000001,0.3085158169269562,0.2
ANT02.2012,0.0,5.636363636363638,10.818181818181818,101.61292457580566,103.6785952250163,154.69525273640954,102.1459452311198,101.5108807881673,12.25,8.083333333333334,12.666666666666664,12.083333333333336,73.58333333333333,78.16666666666667,593.8333333333335,872.3333333333336,1184.4166666666667,2019.0,2775.583333333333,1788.083333333333,4041681,3967485,3152178,3058470,795902,606777,2673451,2606931,32106672,31438010,1183000,1147000,2238552,2180332,-1533981,-1517510,1533981,1517510,-1444629,-1576971,1360000,1312306,1577702,1526880,23563515,23144822,13618911,13577570,17302055,17046366,31517670,31817921,23142577,23434180,13375623,13747317,20083095,20497707,14746476,15096742,8522962,8856282,6372011,6442189,1.6114490790641867e-05,3553.099999999988,0.0245291106402874,4494.200000000002,0.089172713458538,8021.5,0.0441029034554958,6471.000000000001,0.1397266983985901,0.1747470796108245,0.75,571.1999999999998,0.3260663449764252,0.1
ANT03.2012,665.28,64.58333333333333,84.83333333333333,102.10119819641112,104.45642153422035,141.31321589152012,103.09616915384927,103.78114827473956,4.583333333333333,4.333333333333333,47.66666666666666,59.33333333333334,46.0,34.833333333333336,539.0833333333334,779.3333333333335,876.5833333333336,2319.6666666666665,2479.1666666666665,1444.833333333333,5523507,4970949,7320508,6270403,3374751,2325272,5000000,4516432,40085075,33475721,1915000,1540000,3392583,2852556,-723252,-586103,723252,586103,357968,-333472,2866948,2348310,3133442,2641245,34688574,29764756,11566796,11247861,29989787,26462592,32284149,31811377,27911057,28282156,9306854,10687599,17178909,18539350,14851917,16482555,4952325,6228625,5321159,5827899,1.6114490790641867e-05,3553.099999999988,0.0245291106402874,4494.200000000002,0.089172713458538,8021.5,0.0441029034554958,6471.000000000001,0.1397266983985901,0.1747470796108245,0.75,571.1999999999998,0.3260663449764252,0.1
ANT04.2012,0.0,26.625,39.0,102.01559109157984,103.76046413845484,152.1465589735243,102.46776156955296,102.06154717339408,9.555555555555555,8.888888888888891,25.777777777777786,28.55555555555556,63.22222222222222,60.88888888888889,607.0,874.0,1112.111111111111,2084.0,2474.6666666666665,1526.5555555555554,4401637,4090602,4108774,3689780,1851852,1545706,3312323,3041302,33244743,30337489,1291000,1210000,2441069,2280724,-1275239,-1198389,1275239,1198389,-646590,-855638,1675039,1539358,1928912,1778917,25718344,23844394,12919372,12724383,19906806,18739135,29270833,28314264,22656545,22251973,11381306,11874600,17686688,17466311,13690052,13726646,6877071,7325123,6042427,6168732,1.8311831809114665e-05,3552.599999999989,0.024528918787837,4494.5,0.0889531672000885,8021.7,0.0441730394959449,6472.9,0.138423278927803,0.1731136441230774,0.8250000000000001,580.6000000000003,0.3239567279815674,0.1
ANT06.2012,6006.0,50.77777777777778,73.33333333333333,102.09031507703992,102.76085238986543,146.46050347222226,104.89258405897353,102.76899888780382,14.666666666666664,10.22222222222222,43.11111111111112,48.66666666666666,40.66666666666666,39.66666666666666,445.33333333333337,665.3333333333335,795.2222222222223,2032.4444444444448,1808.666666666667,1015.1111111111112,5207477,5068595,6601499,5987416,3560000,3337709,4675325,4375663,36533498,36529821,1393000,1367000,2722476,2664025,-703408,-890411,703408,890411,796178,583333,2180429,2061183,2501287,2370640,31693213,30547762,11507964,11952238,27540244,25558195,27030817,27184369,23488792,22744167,8528898,8898972,15057133,15257181,13084098,12765125,4750901,4994533,5570358,5612483,2.1974132323521196e-05,3557.299999999986,0.0245226584374904,4493.800000000001,0.0889759212732315,8020.299999999997,0.0439812541007995,6479.699999999996,0.1376033723354339,0.1718160212039947,0.925,584.4,0.3207373321056366,0.1
ANT07.2012,0.0,1.0,1.0,101.02437655131024,102.48475710550944,145.33468246459958,103.50012969970705,101.05152130126952,17.166666666666668,15.666666666666664,2.083333333333333,2.083333333333333,79.08333333333333,80.66666666666667,682.25,984.5833333333331,1387.333333333333,2153.1666666666665,3175.083333333333,2215.4166666666665,3380376,3726490,2193976,2459017,-835443,-141941,1957958,2163842,27477637,30841131,1006000,1169000,1891926,2154971,-1523236,-1699705,1523236,1699705,-2288923,-1918168,1004843,1165896,1174070,1345433,20200355,21868811,13592020,14090563,14861923,15520183,32197143,32247990,23688270,22886233,15938899,14746110,23880294,22501058,17569349,15968885,11821720,10289109,7416899,6977507,2.270651930302847e-05,3556.599999999987,0.0245261657983064,4485.0,0.0890523940324783,8011.599999999998,0.0440218821167945,6485.8,0.1364299207925796,0.170304000377655,0.95,586.5000000000002,0.3243722319602966,0.1
ANT09.2012,0.0,20.88888888888889,1.0,101.37130906846788,103.75213199191624,153.68523322211368,103.72999148898656,101.3033209906684,7.444444444444445,6.4444444444444455,4.4444444444444455,3.0,86.55555555555556,89.0,582.5555555555555,875.8888888888887,1252.0,2035.1111111111115,2948.1111111111118,1903.7777777777767,4056795,3986254,2799601,2749115,561341,335196,2419355,2382111,34145884,33277649,1200000,1160000,2261875,2199747,-1815642,-1772449,1815642,1772449,-1743447,-1832230,1255578,1218538,1455438,1417280,23646702,23234809,14432651,14294050,16384171,16254881,33637857,33658506,23306776,23547213,14225179,14486242,21135962,21735380,14644546,15205893,8938228,9354663,6283385,6457619,2.9786919185426093e-05,3540.4999999999864,0.0245338734239339,4470.6,0.0898045003414154,8015.799999999997,0.0442732758820056,6405.400000000002,0.1338781118392944,0.171155571937561,0.8500000000000001,575.8000000000002,0.3278592228889465,0.1
ANTGR01.2012,0.0,7.0,8.888888888888891,100.98753950330946,103.1391389634874,140.52508036295572,103.90878295898438,101.06148274739584,27.44444444444445,23.33333333333333,1.1111111111111112,0.4444444444444444,70.0,75.0,811.2222222222224,1135.888888888889,1524.333333333333,2226.222222222222,3285.777777777778,2548.8888888888887,3165382,3246058,1939621,2085652,-718763,-674487,1754432,1872000,26028995,26334095,1068000,1091000,1913064,1957302,-1493914,-1462956,1493914,1462956,-2043704,-1921611,985389,1047402,1132817,1203429,19270502,19598944,13513540,13419740,14260144,14604563,29165462,28926929,21582400,21555507,15134770,14759433,22248241,22439597,16463667,16721335,11545232,11449391,7628283,7757338,2.270651930302847e-05,3556.599999999987,0.0245261657983064,4485.0,0.0890523940324783,8011.599999999998,0.0440218821167945,6485.8,0.1364299207925796,0.170304000377655,0.95,586.5000000000002,0.3243722319602966,0.1
AUV01.2012,4268.88,3.888888888888889,7.555555555555554,101.70921240912544,103.18394809299043,156.43240525987414,107.6305643717448,102.151857164171,10.444444444444445,4.777777777777779,18.33333333333333,11.0,69.77777777777777,82.77777777777777,550.2222222222222,878.7777777777776,1253.0,2242.222222222222,2942.4444444444453,1868.2222222222224,4205676,4371795,3271872,3376493,-67010,909976,2757365,2829757,34123529,36441618,1141000,1364000,2218981,2519704,-1638298,-1759737,1638298,1759737,-2099221,-1350309,1330275,1526533,1557786,1746321,24496540,25515236,13907640,14258440,17613729,17894830,37507414,33483373,26968928,23483196,15311311,13122894,24824177,21259325,17849310,14909994,10133748,8332012,6618472,6349218,0.0,3883.999999999981,0.0245219953358173,4955.4,0.0697178840637207,7913.499999999997,0.0441018529236316,8950.600000000004,0.1400289237499237,0.0927943587303161,4.15,1229.6999999999996,0.5549549460411072,0.3
AUV02.2012,3086.16,4.5,7.444444444444445,102.22889200846356,104.20843844943576,144.98267957899304,108.64870368109808,102.52100287543402,22.777777777777786,2.6666666666666665,22.222222222222207,10.888888888888893,53.66666666666666,84.8888888888889,597.0,1011.4444444444443,1458.5555555555554,2594.333333333333,3067.888888888889,2126.444444444445,4612626,4391123,3558937,3338476,1544347,991525,2953895,2803554,40017589,37001999,1286000,1583000,2476888,2759442,-1920387,-1810450,1920387,1810450,-1421352,-835541,1474683,1682246,1710866,1882457,27098729,25649786,14745788,14420521,18377268,17787004,36074490,30331759,24464268,21033747,13312244,11825346,19846290,21023838,13458956,14579112,7323698,8196497,5501475,6931295,0.0,3848.699999999981,0.0246058329939842,4946.999999999998,0.0706286653876304,7914.100000000002,0.0443945452570915,8887.099999999995,0.1415663510560989,0.0929239764809608,3.95,1214.5999999999997,0.5704588294029236,0.3
AUV03.2012,1349.04,1.6666666666666667,3.7777777777777777,102.13230048285592,103.6855697631836,156.1547631157769,108.50372738308376,102.28724161783856,1.8888888888888888,2.888888888888889,12.77777777777778,7.777777777777778,84.22222222222223,87.77777777777777,480.6666666666666,741.6666666666665,1107.3333333333333,2045.0,2659.555555555556,1484.7777777777774,4467938,4680546,3321636,3591671,1479648,1589685,2791909,2975888,38541090,41229163,1289000,1304000,2452124,2512201,-1914894,-1980519,1914894,1980519,-1352807,-1305272,1429654,1488740,1653758,1725957,26141645,27573034,14730764,14930337,17746293,18467790,34311952,35859176,23292717,24017660,13125399,13005162,19407263,20019476,13174648,13408589,7423888,7260527,5656123,5582804,0.0,3837.3999999999874,0.0246466007083654,4936.499999999997,0.071427121758461,7913.700000000003,0.0445953570306301,8819.000000000004,0.1431390047073364,0.0929860919713974,3.85,1188.1999999999996,0.5766199231147766,0.2
AUV05.2012,73.92,1.75,3.0,101.5708431667752,103.2167739868164,141.35608418782553,107.56704966227215,102.06975640190971,32.666666666666664,30.222222222222207,6.777777777777778,4.888888888888889,59.0,63.44444444444444,562.3333333333334,952.4444444444443,1467.111111111111,2268.222222222222,2720.333333333333,1888.888888888889,3768913,4086957,2173189,2433874,-300388,914341,1941545,2144578,32950577,36711258,1096000,1316000,2078907,2401460,-1971644,-2128979,1971644,2128979,-1632184,-906175,1001333,1201384,1169041,1375501,22101778,23814746,14913550,15403640,14819931,15460467,30722256,28561596,20600230,18542108,13900355,11993240,23469037,19832011,15736721,12874886,10618620,8327618,7639100,6943594,0.0,3865.2999999999824,0.0246832221746444,4927.299999999998,0.0741095542907714,7934.100000000001,0.045420579612255,8586.200000000003,0.1475157737731933,0.0927968323230743,3.55,1090.7999999999993,0.5765940546989441,0.2
AUV06.2012,0.0,1.5,2.4444444444444446,101.37827746073404,102.64731216430664,147.71925989786786,105.67671902974443,101.3694076538086,38.25,26.75,6.75,1.5,53.58333333333334,70.25,840.0833333333336,1328.666666666667,1868.25,2807.583333333333,3689.5,2949.75,3516740,3576784,2112152,2258371,-634778,-246699,1893126,2008556,29628827,29731932,1355000,1479000,2295832,2428571,-1739418,-1689612,1739418,1689612,-1954272,-1357759,1182099,1313215,1325834,1455814,20845615,21130833,14207402,14061089,14672362,15027878,30964321,27768440,21794499,19748428,14854117,13141195,23668556,22200828,16659313,15788840,11354213,10506367,7643816,7994986,0.0,3857.499999999981,0.0247210469096899,4906.700000000004,0.0770456716418266,7946.499999999999,0.0462162122130394,8375.300000000003,0.1522845178842544,0.1053500548005104,3.2,1029.5999999999997,0.5858088731765747,0.2
AUV08.2012,0.0,10.444444444444445,18.55555555555556,100.8553933037652,101.66617923312717,132.6252729627821,103.88157823350694,100.94008318583172,23.55555555555556,3.333333333333333,0.2222222222222222,0.8888888888888888,74.44444444444444,94.22222222222224,794.7777777777777,1153.6666666666667,1574.0,2232.8888888888887,3055.888888888889,2179.444444444445,3983338,3187592,2386246,1908162,1105121,120154,2107935,1728849,35207174,26426540,1291000,1079000,2349836,1930233,-2047308,-1543821,2047308,1543821,-1527388,-1556648,1182025,975657,1353654,1120827,23225917,19354714,15140059,13643456,15340704,14186079,31599863,26488491,20871691,19414796,13605432,13685808,18607379,18891457,12290162,13846534,8011472,9760649,5888436,7131949,0.0,3842.899999999984,0.0247370526194572,4889.500000000001,0.0798854678869247,7964.600000000002,0.0469075664877891,8160.899999999998,0.156362310051918,0.1184563562273979,3.0,955.2999999999992,0.6091954112052917,0.15
AUV09.2012,0.0,1.0,1.0,100.76256306966144,101.53850640190971,136.54055955674914,103.54592047797308,100.92891947428387,18.88888888888889,12.22222222222222,0.5555555555555556,0.5555555555555556,78.8888888888889,85.66666666666667,584.2222222222222,1000.7777777777776,1477.888888888889,2134.222222222222,3316.666666666666,2402.777777777778,3787828,3618379,2194620,2020069,-442600,-590829,1958466,1819441,33125949,31519180,1139000,1134000,2133758,2091222,-1975945,-1925717,1975945,1925717,-2184731,-2168807,1035838,989575,1202905,1144466,22203188,21325636,14931002,14767403,14870528,14441019,34609803,33140890,23179826,22441922,15587763,15540400,24256483,24009104,16245717,16258176,10924775,11258330,7008559,7244556,0.0,3838.499999999983,0.0247514862567186,4893.600000000001,0.0794752314686775,7972.000000000003,0.046591643244028,8163.799999999997,0.1562927663326263,0.1186256781220436,2.775,955.3000000000004,0.6069767475128174,0.15
BARKELY01.2011,0.0,4.571428571428571,1.0,101.6127226087782,102.73789893256291,145.6273193359375,106.91138627794054,101.721438937717,9.666666666666666,3.6666666666666665,2.6666666666666665,1.0,86.33333333333331,93.66666666666669,658.6666666666665,983.6666666666669,1453.333333333333,2393.6666666666665,2956.666666666666,1907.666666666667,4297457,4176540,2806064,2833306,1916078,1130233,2424107,2444098,38330907,35983324,1673000,1410000,2821882,2525072,-2091201,-1929392,2091201,1929392,-665772,-1052533,1549615,1404975,1718354,1593941,25075075,24334124,15288288,14774653,16401493,16470183,28654655,30057608,18742880,20344037,11427545,12352040,17009009,19393426,11125516,13126147,6783234,7969642,5935863,6452086,2.539254637667909e-05,720.2999999999861,0.0020367244724184,4403.499999999999,0.0767117068171501,7561.699999999995,0.0526412241160869,8146.700000000003,0.1236223578453064,0.1161881908774376,1.975,750.7000000000003,0.2299277633428573,0.5
BARKELY02.2011,0.0,7.333333333333332,13.22222222222222,100.94421132405596,102.91489834255644,138.54410129123264,106.17362467447916,101.02368587917748,11.333333333333336,0.7777777777777778,0.5555555555555556,15.333333333333336,86.66666666666669,82.44444444444444,712.5555555555555,1020.6666666666669,1454.5555555555554,2152.444444444445,2970.0,2020.2222222222224,5353485,3568726,4778632,2165751,3188841,316395,3718750,1935663,49990878,30075048,2143000,1132000,3570477,2077827,-2041078,-1754244,2041078,1754244,399323,-1597032,2429125,1053549,2636076,1216593,33032366,21088613,15130777,14251034,21831242,14797953,30501612,29098628,20158655,20418608,9233856,13798266,17058402,19793164,11273976,13888931,5164148,9385711,5592623,6802095,2.539254637667909e-05,694.9999999999844,0.0018025895114988,4401.9000000000015,0.0763488486409187,7567.299999999997,0.0527344159781932,8170.4,0.1231273859739303,0.1135463118553161,2.0250000000000004,755.0999999999997,0.2345528453588485,0.4
BARKELY03.2011,0.0,1.5,2.25,100.924799601237,101.85110897488065,145.3274400499132,104.51347266303168,101.1237547132704,13.0,3.4444444444444446,4.2222222222222205,4.2222222222222205,81.66666666666667,90.66666666666669,667.0,983.7777777777776,1360.5555555555557,2157.333333333333,3014.1111111111118,1942.0,4114821,3738854,3039292,2593766,2254432,524518,2593228,2266136,33831663,30358619,1713000,1174000,2804213,2163391,-1703353,-1609048,1703353,1609048,-530218,-1657320,1708085,1217080,1877716,1403663,23971721,21929072,14101332,13829907,16999614,15856268,26650956,30638130,18899601,22153532,11117665,13971467,15150911,19740230,10744312,14273581,6320327,9001854,5684941,6443027,2.539254637667909e-05,707.5999999999831,0.0018859463743865,4407.2,0.0760210528969764,7564.899999999998,0.0522941462695598,8213.0,0.1227426901459694,0.1118300482630729,2.1500000000000004,773.0999999999997,0.2442477941513061,0.4
BARKELY04.2011,0.0,5.625,9.444444444444445,101.97639719645184,103.76434580485028,153.61802503797742,107.93334537082252,102.6301744249132,6.1111111111111125,0.4444444444444444,4.4444444444444455,12.333333333333336,87.77777777777777,85.77777777777777,474.0,775.8888888888887,1253.6666666666667,2197.555555555556,2897.333333333333,1730.333333333333,5200000,4784657,4144739,3241570,2646032,1189203,3334969,2736232,50120435,45832941,1859000,1422000,3251895,2675615,-2256318,-2357002,2256318,2357002,-303355,-1374166,2027352,1459683,2246281,1675740,31673142,28323070,15828801,16157812,20009818,17529026,33649314,37342117,21258284,23110875,10623927,13184346,18422688,22301303,11638714,13802180,5816502,7873900,5474908,5972158,2.539254637667909e-05,743.8999999999843,0.0020407373085618,4409.299999999998,0.0759667083621025,7557.099999999998,0.0520191974937915,8245.6,0.1221188083291053,0.1116075739264488,2.1500000000000004,782.0999999999997,0.2651340961456299,0.45
BARKELY05.2011,0.0,4.5555555555555545,1.0,101.91022491455078,103.0415530734592,152.59246995713977,107.4607213338216,101.74356079101562,9.0,3.6666666666666665,16.22222222222222,1.3333333333333333,73.55555555555556,93.44444444444444,681.7777777777778,953.4444444444443,1214.7777777777776,2209.444444444445,2834.333333333333,1796.555555555556,4237452,3972170,2841207,3489272,2070376,1031211,2449884,2906807,37018916,29527631,1756000,1256000,2880577,2308258,-1994636,-1204430,1994636,1204430,-508366,-1239342,1626828,1545990,1788171,1771934,24695377,23173290,14980932,12740939,16484540,18188055,27342573,29727305,18251583,23332114,11071940,12828263,16228258,18842792,10832609,14789170,6571375,8131255,5935161,6338547,2.539254637667909e-05,740.1999999999845,0.0020728067029267,4406.2,0.0761744827032089,7554.600000000002,0.0522557683289051,8211.099999999999,0.1227745711803436,0.1131387054920196,2.075,773.7000000000003,0.2498533725738525,0.4
BARKELY06.2011,0.0,17.5,29.83333333333333,101.44682248433428,102.38653882344563,144.1142807006836,105.90449460347492,101.56956142849393,19.33333333333333,14.5,9.666666666666666,24.33333333333333,69.66666666666667,59.58333333333334,591.75,901.5,1284.166666666667,2038.4166666666663,2607.833333333333,1813.166666666667,4170854,3868663,3632020,2598521,1382442,584264,3002882,2269717,31802542,32234402,1328000,1137000,2434018,2148255,-1335201,-1752860,1335201,1752860,-731306,-1224973,1616006,1168294,1845336,1359048,24303025,22611388,13080513,14244777,18579565,15873459,28138408,28927713,21511700,20307592,11578150,12793426,18404991,20112775,14070541,14119403,7573127,8894976,6540878,6952770,2.539254637667909e-05,721.7499999999841,0.0019339480204507,4409.15,0.0760191865265369,7561.199999999998,0.0520985871553421,8237.849999999999,0.1223735436797142,0.1111969351768493,2.1500000000000004,779.4499999999994,0.2516477108001709,0.425
BARKELY07.2011,1894.2,3.4444444444444446,6.888888888888888,100.87397511800128,101.66119469536676,146.9220903184679,104.14296383327908,100.98648556795987,16.555555555555557,3.6666666666666665,3.4444444444444446,10.666666666666666,78.33333333333333,84.1111111111111,607.6666666666665,891.1111111111113,1213.0,1825.333333333333,2852.666666666666,2047.7777777777767,4399021,3438881,3621749,2265946,2571062,-573347,2996023,2014483,35618222,27884847,1797000,934000,2966979,1815708,-1615977,-1530418,1615977,1530418,-110962,-2195852,1946045,964913,2135209,1142075,25693487,20483791,13846452,13612219,18556007,15048090,26271960,32012469,18973784,23517450,10225144,15628196,15186839,22980050,10968036,16881927,5910774,11218651,5780627,7178468,3.320547693874687e-05,656.9999999999873,0.0015619060723111,4375.7,0.0762940794229507,7545.700000000003,0.0529762469232082,8266.700000000003,0.1227644830942154,0.1099496558308601,1.95,789.3999999999999,0.2249768674373626,0.45
BC101.2024,6912.22,48.83333333333334,71.5,103.81160100301103,106.90592130025227,156.74830373128256,114.66008504231768,103.62227058410645,0.4166666666666667,0.0833333333333333,47.91666666666666,47.16666666666666,50.25,51.5,306.25,510.08333333333337,720.6666666666665,2243.5,2390.6666666666665,1214.6666666666667,6327418,6294951,7656630,7650150,3006347,2976569,5142761,5140061,63398107,62089965,1747000,1733000,3376498,3352896,-1756098,-1707317,1756098,1707317,-301205,-317289,2563529,2552472,2878902,2868894,44387923,43983009,14243518,14128410,31163594,31130897,47146373,46868159,33100230,33172988,10621442,10655969,23866098,23813102,16755760,16854764,5376710,5414159,5062128,5080870,0.0005516181117855,1828.8999999999764,0.0054680029861629,5219.0,0.0467522516846656,7444.199999999999,0.0596782937645912,11618.000000000007,0.1599488407373428,0.0854800194501876,4.800000000000002,1628.499999999999,0.3243010640144348,3.1
