site_clean,AGB,b1_wfp_dry_mean,b1_ccw_dry_mean,b1_hsd_mean,b1_hmc_mean,b1_hcv_mean,b1_h99_mean,b1_h25_mean,b1_dp1fm_mean,b1_dp1fm_dry_mean,b2_dp1fm_mean,b2_dp1fm_dry_mean,b3_dp1fm_mean,b3_dp1fm_dry_mean,b1_dbifm_mean,b2_dbifm_mean,b3_dbifm_mean,b4_dbifm_mean,b5_dbifm_mean,b6_dbifm_mean,dbifmdry_GNDVI,dbifman_GNDVI,dbifmdry_MSR,dbifman_MSR,dbifmdry_NBR,dbifman_NBR,dbifmdry_NDVI,dbifman_NDVI,dbifmdry_CVI,dbifman_CVI,dbifmdry_GDVI,dbifman_GDVI,dbifmdry_GSAVI,dbifman_GSAVI,dbifmdry_NDGI,dbifman_NDGI,dbifmdry_RI,dbifman_RI,dbifmdry_NDII,dbifman_NDII,dbifmdry_MSAVI,dbifman_MSAVI,dbifmdry_SAVI,dbifman_SAVI,dbifmdry_r42,dbifman_r42,dbifmdry_r32,dbifman_r32,dbifmdry_r43,dbifman_r43,dbifmdry_r52,dbifman_r52,dbifmdry_r53,dbifman_r53,dbifmdry_r54,dbifman_r54,dbifmdry_r62,dbifman_r62,dbifmdry_r63,dbifman_r63,dbifmdry_r64,dbifman_r64,dbifmdry_r65,dbifman_r65,dr_dsii,dr_wsum,dr_wsii,tx_dsum,tx_dsii,tx_wsum,tx_wsii,rx_wsum,rx_wsii,rx_dsii,ma_ammd,ma_asum,ma_dsii,ma_dmmd
NTASTU0002.2016,5881.698667000002,37.91666666666666,58.58333333333334,102.65006891886397,105.40897750854492,149.37893803914392,110.99517377217607,103.57917722066244,4.25,3.583333333333333,41.083333333333336,39.41666666666666,53.33333333333334,55.58333333333334,430.5,712.6666666666665,936.8333333333331,2243.9166666666665,2732.5,1649.5,5189534,5181049,5405082,5480205,1518698,1526208,4070851,4111356,42013270,41413805,1547000,1531000,2907530,2886864,-1418312,-1359223,1418312,1359223,-953047,-982915,2109808,2112596,2391093,2396992,31548822,31486202,13291536,13145463,23736024,23952144,38199234,38341908,28739518,29167408,12107975,12177368,23238128,23145463,17483403,17607187,7365767,7350986,6083402,6036597,3.222864688723348e-05,891.3999999999828,0.0034412823151797,5126.700000000004,0.0499814711511135,7643.399999999995,0.0653747990727424,9073.999999999996,0.2183286696672439,0.124363325536251,3.325,1155.499999999999,0.3628282845020294,1.1
NTASTU0003.2016,2824.458,43.0625,65.0625,104.17818355560304,109.28678178787231,146.34834957122803,116.47926092147829,106.32327842712402,6.3125,5.375,46.6875,43.0625,45.375,50.0625,285.75,557.0625,732.1875,2285.6875,2076.5,1191.875,5994358,6080225,7008401,7668007,2978541,3147296,4862385,5147498,55114065,53912180,1700000,1728000,3254211,3305279,-1597633,-1357642,1597633,1357642,375114,479248,2457197,2593388,2764531,2905700,39944982,41031078,13811620,13143723,28921287,31217243,37051056,37275889,26826004,28360222,9275522,9084794,21616417,21395714,15650892,16278276,5411548,5214514,5834224,5739827,0.0001171867843368,875.1999999999823,0.0034036741126328,5130.9000000000015,0.0496365167200565,7640.4,0.0651162639260292,9093.700000000004,0.2162376195192337,0.125113308429718,3.25,1156.7000000000005,0.3751502931118012,1.1
NTASTU0004.2016,6922.0375,21.88888888888889,36.66666666666666,102.73764038085938,105.19011773003471,154.99124315049914,110.61845991346571,103.04465823703345,15.22222222222222,18.777777777777786,36.66666666666666,27.777777777777786,46.77777777777778,52.22222222222222,348.4444444444445,602.5555555555555,891.8888888888887,2048.444444444445,2448.222222222222,1761.2222222222226,5285321,5456604,4134859,5160940,-104459,753479,3328758,3936713,52609218,50351762,1343000,1446000,2671396,2835294,-2374284,-1935700,2374284,1935700,-1386117,-889680,1576242,1896854,1838514,2186044,32413793,33995943,16227290,14801770,19974866,22967485,42845755,40630647,26403519,27449857,13218371,11951616,33088617,29229209,20390723,19747104,10208190,8597852,7722729,7193882,0.0009257124038413,1064.3999999999792,0.0043774833902716,5158.300000000003,0.043301086872816,7568.799999999997,0.0629614815115928,9479.299999999996,0.1849624216556549,0.1218583732843399,3.725000000000001,1282.5999999999997,0.3385696113109589,1.85
NTTDAB0001.2014,6726.414567,36.22222222222222,56.66666666666666,105.19681125217016,111.69412316216363,146.30797322591147,119.80835893419054,108.4830839369032,4.666666666666667,4.5555555555555545,45.88888888888889,43.77777777777778,48.0,50.0,327.1111111111112,590.8888888888888,749.1111111111113,2352.1111111111118,1813.0,921.2222222222224,5945406,5989123,7728634,7720573,4497579,4372136,5172632,5169300,49206888,50607527,1786000,1762000,3347076,3327877,-1115974,-1187453,1115974,1187453,1342647,1294118,2701811,2662447,3002942,2968152,39296519,39806318,12502278,12677698,31431487,31398695,29992710,30682587,23989796,24202017,7632409,7707969,14920722,15590448,11934402,12297538,3796958,3916576,4974783,5081204,2.197462890762836e-06,1162.699999999979,0.0042287423275411,5040.199999999997,0.056156501173973,7498.600000000002,0.0542463175952434,10444.100000000002,0.1064825356006622,0.1632987707853317,4.550000000000002,1362.0999999999983,0.5524839758872986,1.6
NTTDAC0001.2014,10544.60128,46.33333333333334,68.66666666666667,105.3988020155165,109.14507632785372,162.89556376139322,118.64545355902776,104.87191009521484,2.2222222222222223,5.777777777777778,49.11111111111112,43.33333333333334,47.22222222222222,49.33333333333334,240.3333333333333,418.22222222222223,515.5555555555555,1942.0,1856.333333333333,899.4444444444445,5869400,6457627,7085065,9418738,3148789,3671243,4896650,5807896,50566339,57240562,1546000,1524000,3037726,3105978,-1365079,-1039657,1365079,1039657,421341,226435,2316312,2509014,2640277,2870457,38376173,46434644,13147695,12327311,29188518,37668103,35279478,44386291,26833204,36006466,9193068,9558874,19997960,21506376,15210240,17446121,5211036,4631537,5668440,4845274,0.000185542347026,2194.3999999999755,0.0067590638063848,4881.600000000001,0.0347672887146472,7012.100000000002,0.0454601943492889,12177.499999999996,0.0795354396104812,0.2065711766481399,4.575,1497.499999999999,0.467137336730957,2.9000000000000004
NTTPCK0001.2014,8627.187917,31.66666666666667,50.66666666666666,105.35098838806152,109.73923619588214,152.3532257080078,117.58288383483888,106.29404767354328,4.833333333333333,5.833333333333332,48.66666666666666,43.91666666666666,45.0,48.83333333333334,312.83333333333326,523.5,670.1666666666665,2137.1666666666665,1818.5,977.25,6051147,6067669,7833474,7859318,3701445,3725112,5215686,5226220,51951528,52345090,1609000,1614000,3151195,3160574,-1220736,-1232188,1220736,1232188,785949,806574,2482768,2489768,2811659,2818624,40632831,40824578,12788263,12801656,31773533,31890077,34712133,34737345,27143743,27135041,8542878,8508929,18678826,18667622,14606226,14582193,4596979,4572643,5381066,5373935,0.0002763447409961,1759.8999999999771,0.0045619858428835,5105.300000000002,0.0341919176280498,7243.699999999998,0.0480811893939971,11583.000000000004,0.0908671543002128,0.1851854622364044,4.725,1496.000000000001,0.4005377590656281,3.0
NTTSTU0001.2014,20631.12333,26.222222222222207,43.0,103.87150828043622,106.8704079522027,155.69068908691406,114.48997751871744,104.13116031222872,10.444444444444445,9.666666666666666,30.88888888888889,31.0,57.33333333333334,58.11111111111112,272.77777777777777,515.3333333333334,698.7777777777777,1754.666666666667,1832.2222222222224,1054.7777777777776,5360556,5460555,5551864,5852110,2494700,2492877,4149660,4306688,45322841,46160505,1234000,1239000,2534922,2556748,-1557312,-1508656,1557312,1508656,-299040,-217513,1761422,1804604,2074277,2125604,33082519,34049159,13676990,13559724,24188450,25110510,35115361,35554118,25674772,26220385,10614476,10441996,19875286,20467874,14531915,15094610,6007791,6011272,5659998,5756822,0.0,805.3999999999852,0.0027009735349565,4728.600000000001,0.0803028345108032,7623.999999999994,0.0693936422467231,8115.800000000002,0.1961112916469574,0.2270789146423339,1.775,752.7000000000003,0.6380952596664429,0.15
SITE02.2023,18532.29,33.375,53.25,104.41063356399536,108.33615636825564,155.52086257934567,115.99065351486206,104.842465536935,2.3125,2.125,55.375,52.625,40.625,44.0,258.5,449.875,510.8125,2137.3125,1719.6875,767.0625,6612196,6527456,10415680,10469968,4249573,4717631,6130031,6146581,57688581,54060744,1659000,1688000,3314023,3337727,-810811,-636079,810811,636079,736734,1084025,2782482,2847855,3132911,3191448,48952157,47509030,11759613,11354543,41627356,41841429,42235104,38225896,35915387,33665729,8627833,8046027,19751981,17050570,16796456,15016518,4034956,3588911,4676674,4460476,0.0,1768.1999999999762,0.0053702960722148,5131.2999999999965,0.0270418804138898,7282.800000000002,0.0446531549096107,12340.299999999996,0.1453773379325866,0.0787457078695297,4.800000000000002,1651.7000000000005,0.2860430479049682,3.75
SITE03.2023,13212.7275,37.77777777777778,58.66666666666666,104.556275261773,109.32494693332252,149.50182935926648,117.1269056532118,105.86311764187283,10.0,11.833333333333336,38.66666666666666,36.833333333333336,49.66666666666666,49.5,360.66666666666674,568.1666666666666,779.3333333333335,1963.5,1997.1666666666663,1250.8333333333333,5611285,5511655,5899430,5874184,2232115,2219110,4330935,4318016,50054082,47398117,1432000,1395000,2844280,2778515,-1691395,-1566444,1691395,1566444,-184775,-85859,2011231,1982702,2321337,2293981,35560845,34558522,14076168,13716632,25263158,25194611,36914609,35151071,26224900,25626604,10380689,10171463,22597441,22015254,16053688,16050043,6354585,6370427,6121544,6263039,9.766513358044904e-07,1813.599999999976,0.0051906458102166,5200.4000000000015,0.0320513807237148,7382.199999999992,0.0518002770841121,12103.799999999996,0.1554623991250991,0.0733507797122001,4.75,1643.4,0.2916906774044037,3.6
SITE04.2023,13908.65,33.583333333333336,53.66666666666666,104.31090927124023,108.31719462076823,152.83119074503583,115.900816599528,105.23381750924248,18.5,20.33333333333333,34.0,27.58333333333333,46.25,50.83333333333334,423.33333333333337,641.9166666666665,852.5,1904.75,2091.4166666666665,1416.166666666667,4939467,4962672,4349057,4949053,1204600,1469880,3461818,3817126,42328320,39481212,1224000,1263000,2455202,2510934,-1782438,-1413262,1782438,1413262,-589731,-468085,1569315,1744037,1842581,2034554,29479761,29672855,14323822,13280540,20580932,22343109,33179827,32580813,23164088,24532747,11255121,10980006,23140013,22061534,16154915,16611926,7849458,7434921,6974121,6771327,9.766513358044904e-07,1813.599999999976,0.0051906458102166,5200.4000000000015,0.0320513807237148,7382.199999999992,0.0518002770841121,12103.799999999996,0.1554623991250991,0.0733507797122001,4.75,1643.4,0.2916906774044037,3.6
SITE05.2023,7552.965,48.88888888888889,71.44444444444444,103.36399926079643,106.0713314480252,156.66905042860242,112.97085486518012,103.49128468831378,0.6666666666666666,0.1111111111111111,44.66666666666666,47.22222222222222,53.33333333333334,51.11111111111112,299.1111111111112,502.22222222222223,703.8888888888887,2049.777777777778,2390.777777777778,1302.5555555555557,6167435,6064289,7831877,7072350,2593479,2229185,5215034,4890988,55964032,57159688,1606000,1547000,3168069,3073103,-1403962,-1668050,1403962,1668050,-440509,-768191,2455159,2277375,2786790,2604489,42197729,40814159,13284346,14015487,31765002,29120758,46076598,47603982,34684881,33965272,10919213,11663595,24827433,25935841,18689239,18505130,5883595,6354618,5388296,5448250,9.766513358044904e-07,1813.599999999976,0.0051906458102166,5200.4000000000015,0.0320513807237148,7382.199999999992,0.0518002770841121,12103.799999999996,0.1554623991250991,0.0733507797122001,4.75,1643.4,0.2916906774044037,3.6
SITE06.2023,10982.86,41.333333333333336,62.91666666666666,104.55805778503418,108.40609232584636,155.4522438049316,116.61996014912924,104.77936172485352,2.583333333333333,0.5833333333333334,51.91666666666666,43.16666666666666,44.0,54.5,271.66666666666674,469.1666666666666,621.1666666666665,2005.75,2205.0,1091.9166666666667,6102731,6208569,7169045,7968482,2031678,2952196,4933837,5270373,57914340,56605716,1497000,1536000,3012881,3082687,-1672474,-1394495,1672474,1394495,-940367,-475059,2226250,2380065,2560497,2722266,41290491,42751332,14016022,13239787,29459493,32290046,49851968,46998224,35567843,35497719,12073474,10993394,27344131,23273535,19509195,17578481,6622380,5443932,5485066,4952003,9.766513358044904e-07,1813.599999999976,0.0051906458102166,5200.4000000000015,0.0320513807237148,7382.199999999992,0.0518002770841121,12103.799999999996,0.1554623991250991,0.0733507797122001,4.75,1643.4,0.2916906774044037,3.6
SITE07.2023,15024.625,34.166666666666664,54.16666666666666,105.01294835408528,109.51591555277508,154.72247823079428,117.913916905721,105.626610438029,9.083333333333334,11.75,48.66666666666666,45.33333333333334,41.083333333333336,41.333333333333336,297.58333333333326,480.58333333333337,536.9166666666666,2006.5,1758.833333333333,865.6666666666664,5782195,6138375,7488929,9345639,2524005,3974225,5072225,5782848,45775749,46667361,1338000,1526000,2744053,3057708,-1004608,-551181,1004608,551181,124757,658874,2134063,2569331,2483497,2923628,37378475,41751344,12222412,11172187,30581915,37370790,36455739,36597885,29826961,32758032,9753137,8765678,22311104,18012832,18254256,16122924,5968971,4314312,6120052,4921823,9.766513358044904e-07,1797.2999999999747,0.005193730816245,5203.599999999999,0.0332308411598205,7393.3,0.053762961179018,12052.699999999992,0.1560883224010467,0.0693748295307159,4.725,1644.000000000001,0.2799209952354431,3.55
SITE08.2023,17831.345,48.11111111111112,70.66666666666667,104.96403249104816,110.60598754882812,147.46641201443143,118.73957061767578,107.0198991563585,7.222222222222222,11.0,55.11111111111112,49.55555555555557,36.0,37.888888888888886,257.4444444444445,456.1111111111112,495.8888888888888,2053.444444444445,1679.4444444444446,873.2222222222224,6037178,6365086,8627494,10365350,2759664,4032809,5525562,6114600,47199549,48872490,1429000,1597000,2909597,3190172,-767717,-410095,767717,410095,343324,1002144,2363421,2741990,2721961,3096184,40413907,45020706,11657994,10872107,34666261,41409366,37738884,36820950,32371678,33867354,9338093,8178670,22925733,19144945,19665247,17609231,5672734,4252476,6074831,5199471,9.766513358044904e-07,1797.2999999999747,0.005193730816245,5203.599999999999,0.0332308411598205,7393.3,0.053762961179018,12052.699999999992,0.1560883224010467,0.0693748295307159,4.725,1644.000000000001,0.2799209952354431,3.55
SITE09.2023,21703.0275,44.0,66.22222222222223,104.79444037543402,109.91676415337456,149.68026563856336,117.95881822374132,106.62685309516058,2.333333333333333,2.0,47.33333333333334,45.77777777777778,48.88888888888889,50.88888888888889,303.66666666666674,502.1111111111112,636.5555555555555,2130.0,1907.111111111111,952.8888888888888,6158889,6185410,8135198,8300428,3746719,3822193,5336750,5401302,53810221,53756290,1597000,1628000,3154879,3199686,-1224670,-1177504,1224670,1177504,448878,552390,2492933,2552129,2828505,2885655,42007129,42420890,12786812,12677584,32851916,33461337,38402762,37981854,30033101,29959853,9141963,8953573,19117844,18977650,14951220,14969454,4551095,4473657,4978247,4996504,1.9533015347406035e-06,1665.2999999999734,0.0052064689807593,5124.000000000003,0.0403200611472129,7347.200000000003,0.058716244995594,12034.400000000003,0.1623512655496597,0.0636968612670898,4.700000000000001,1634.500000000001,0.3001173436641693,3.45
SITE10.2023,28623.98,45.77777777777778,68.44444444444444,105.15557352701823,108.56793043348524,162.48684353298611,117.74495188395184,103.6829897562663,1.4444444444444444,1.1111111111111112,45.22222222222222,45.11111111111112,51.77777777777778,52.0,266.1111111111112,492.77777777777777,678.6666666666665,2153.333333333333,2092.6666666666665,1072.6666666666667,6321926,6279773,7916638,7819978,3436533,3351938,5249473,5210173,61346348,60303639,1681000,1661000,3292205,3258993,-1605150,-1589744,1605150,1589744,183013,143698,2530075,2498388,2856232,2825310,44327207,43697858,13823463,13772266,32066645,31728880,42741094,42466742,30919238,30834971,9642181,9718266,21658725,21767756,15668089,15805501,4886102,4981424,5067424,5125836,9.766513358044904e-07,1638.499999999974,0.0053402865305542,5122.799999999998,0.0387600548565387,7346.6,0.0551158748567104,12161.999999999993,0.1598233431577682,0.0722260773181915,4.7250000000000005,1647.700000000001,0.3106877207756042,3.4000000000000004
SITE11.2023,369.6,12.0,21.08333333333333,102.37291463216144,103.19165929158528,169.57369995117188,108.649071375529,101.31048965454102,27.5,27.75,18.0,18.5,53.25,52.25,539.0,767.5,939.5,1743.75,2481.0,2051.0,3898845,3888446,3653997,3624353,-757415,-811808,3017531,2997763,27836443,27820969,979000,976000,1955132,1949401,-998825,-1008206,998825,1008206,-1733775,-1747159,1330665,1321925,1579872,1569904,22775603,22719870,12221135,12241042,18636242,18560404,32325506,32325733,26450494,26407664,14193040,14227957,26500326,26723127,21684014,21830761,11635400,11762007,8197962,8266828,9.766513358044904e-07,1625.399999999973,0.0054757893085479,5093.8,0.0384702980518341,7317.699999999998,0.0531158298254013,12276.100000000008,0.156708687543869,0.0759260952472686,4.85,1639.3000000000006,0.3167166113853454,3.3500000000000005
SITE12.2023,27176.05882,44.91666666666666,67.08333333333333,105.02316029866536,110.62703386942545,148.76504516601562,118.89422798156738,107.14105351765949,1.6666666666666667,1.4166666666666667,48.58333333333334,47.0,48.25,50.25,227.25,453.5,574.8333333333334,2148.4166666666665,1822.666666666667,885.0833333333336,6385273,6516724,8626034,9344664,3929813,4164194,5525018,5782513,59226448,60082745,1717000,1695000,3349590,3344955,-1329170,-1178189,1329170,1178189,639942,821159,2672745,2719241,3000766,3057498,45332533,47374127,13075077,12675487,34670949,37374601,39873157,40191106,30495543,31707741,8795705,8483767,19765170,19516722,15116675,15397217,4360041,4119701,4957011,4855980,0.0,1578.299999999976,0.0053745885379612,5028.599999999999,0.0391997769474983,7252.799999999997,0.0512235686182975,12448.8,0.1527697443962097,0.0788390263915062,4.825,1649.7000000000016,0.3132703602313995,3.45
SITE13.2023,20381.025,54.33333333333334,76.75,105.72072982788086,110.57030932108565,155.37046941121417,119.77406311035156,105.51089477539062,1.8333333333333333,1.25,51.83333333333334,51.16666666666666,44.91666666666666,46.08333333333334,231.41666666666669,445.6666666666666,559.8333333333334,2258.75,1789.0,818.3333333333336,6705969,6707362,9995590,10098149,4625806,4681404,5998589,6031239,64330886,63740538,1820000,1813000,3539020,3530443,-1183432,-1135458,1183432,1135458,1115469,1158883,2930032,2933816,3255042,3260202,50689398,50682498,12686790,12561705,39954472,40346829,40521707,40142109,31940079,31955939,7994119,7920310,18643563,18362004,14695256,14617446,3678000,3622948,4600883,4574250,9.766513358044904e-07,1645.3999999999771,0.0055612768046557,4912.199999999997,0.0416595414280891,7136.1,0.0520652532577514,12621.099999999997,0.1505641937255859,0.0764538124203682,4.875,1659.9,0.3053191602230072,3.5
SITE14.2023,6094.4275,21.66666666666667,35.5,103.1360009511312,105.06872876485188,167.08155568440756,111.55032348632812,102.58259264628092,1.5,1.25,39.333333333333336,34.166666666666664,57.5,62.83333333333334,354.41666666666674,586.5,790.0833333333335,2120.333333333333,2489.25,1482.916666666667,5687135,5668884,5852068,6381527,1729981,1771238,4306667,4570447,52648205,48771681,1556000,1534000,3017063,2985985,-1828255,-1482558,1828255,1482558,-902925,-800608,2123519,2211395,2422500,2522124,36374806,36152316,14483830,13471157,25114080,26836832,43602599,42442455,30104329,31506170,11987033,11739899,25643271,25284172,17704758,18769117,7049734,6993790,5881134,5957283,0.0,1597.999999999975,0.0050246464088559,5187.700000000004,0.0350906960666179,7531.699999999995,0.0611358843743801,11365.09999999999,0.1646720468997955,0.0518552400171756,4.775,1608.6,0.2296369969844818,2.6
SITE15.2023,32025.21,59.33333333333334,81.0,104.2241382598877,109.96959749857584,145.09297053019202,117.05279604593912,107.06718571980792,5.416666666666668,6.083333333333332,56.75,52.58333333333334,36.333333333333336,39.833333333333336,230.3333333333333,435.83333333333337,470.08333333333337,2289.5,1692.333333333333,810.5833333333336,6369837,6806167,9398624,12068559,3841717,4772507,5801024,6592968,54037421,56854538,1681000,1854000,3300825,3600466,-902184,-386740,902184,386740,922882,1499623,2738959,3196382,3076028,3516561,45092174,52531549,11982609,10785851,37631350,48704130,37466087,38829828,31267054,36000709,8308778,7391716,20074783,18598470,16753266,17243397,4451944,3540438,5358121,4789738,0.0,1559.6999999999798,0.0050059300847351,5208.199999999997,0.0306900665163993,7599.100000000002,0.0599394291639328,11113.499999999993,0.1726240217685699,0.0567803904414177,4.550000000000002,1535.2999999999995,0.2133111506700516,2.1
SITE17.2023,23704.695,56.88888888888889,79.0,104.96738603379993,110.2132068210178,151.19488355848523,118.40911187065971,106.53013865152997,1.0,1.3333333333333333,51.22222222222222,53.0,46.44444444444444,44.0,323.66666666666674,560.6666666666666,752.1111111111113,2441.222222222222,2200.222222222222,1085.5555555555557,6511548,6267911,9359865,8016688,4497579,3845718,5787739,5289696,59773040,58534184,1889000,1881000,3586255,3526434,-1161572,-1463415,1161572,1463415,958591,519285,2971650,2794659,3278566,3092274,47297060,43541419,12634928,13414586,37433582,32458266,39025889,39242965,30887307,29253952,8251229,9012790,17957437,19361871,14212537,14433447,3796734,4446771,4601417,4933845,3.906598067260347e-06,1591.0999999999744,0.0048452862538397,5168.300000000001,0.0294410157948732,7566.399999999995,0.0592242404818534,11134.799999999996,0.1757835149765014,0.0593646541237831,4.625,1557.8000000000006,0.2058262676000595,2.2
SITE18.2023,22731.51047,45.58333333333334,67.91666666666667,104.70119094848631,109.82901763916016,151.25737635294598,117.520902633667,106.45764223734535,12.333333333333336,12.333333333333336,46.33333333333334,45.33333333333334,40.0,41.0,384.0,616.3333333333335,803.3333333333336,2228.333333333333,2068.6666666666665,1346.666666666667,5906478,5668073,7059421,6657116,2511305,2467823,4885222,4701419,51883004,47148655,1541000,1612000,3037850,3082611,-1435445,-1317829,1435445,1317829,372407,372439,2298430,2355220,2623267,2661561,38821696,36154678,13341646,13034072,29098131,27738589,36028678,33564089,27004673,25751037,9280552,9283470,23241895,21849648,17420561,16763485,5986832,6043381,6450943,6509829,9.766513358044904e-07,1583.1999999999744,0.0047318781726062,5169.099999999999,0.0300864744931459,7570.5,0.0595997609198093,11092.600000000004,0.1754271239042282,0.0598463118076324,4.65,1542.0999999999997,0.2045735865831375,2.2
SITE20.2023,19813.3425,34.22222222222222,54.22222222222222,103.35470072428387,107.1104498969184,147.69054158528647,112.70804087320964,105.27400377061632,0.5555555555555556,0.3333333333333333,40.333333333333336,37.0,57.66666666666666,61.44444444444444,398.5555555555555,658.3333333333335,951.8888888888888,2548.333333333333,2307.1111111111118,1165.6666666666667,5942115,5895197,6179761,6368522,3735369,3724751,4471850,4564161,58958724,55966501,2012000,1890000,3598855,3454789,-2002328,-1821007,2002328,1821007,567737,496395,2608361,2544771,2865979,2818567,39272668,38708861,15008890,14459072,26166272,26771332,35047681,35044726,23351281,24237189,8924191,9053412,17906902,17706329,11930864,12245827,4559635,4574232,5109297,5052495,0.0,1594.8999999999787,0.0049566719681024,5200.4000000000015,0.0339358523488044,7526.399999999998,0.0601349920034408,11515.099999999997,0.1611176431179046,0.0530296564102172,4.700000000000001,1648.1,0.2210895419120788,2.8000000000000003
SITE21.2023,43331.12,60.55555555555557,81.8888888888889,105.12048763699,112.37933688693576,142.75584411621094,119.99274529351128,109.13282182481554,2.7777777777777777,2.555555555555556,57.0,56.0,38.55555555555557,39.77777777777778,248.4444444444445,467.6666666666666,579.7777777777778,2486.0,1750.7777777777771,792.0,6827774,6837115,10680466,10721027,5216990,5167785,6209836,6221860,65796754,66000303,2006000,2019000,3790627,3807997,-1072797,-1070746,1072797,1070746,1735106,1737488,3235163,3255138,3529193,3546807,53015722,53157520,12396379,12397244,42767102,42878498,37334445,37436446,30117218,30197394,7042146,7042549,16662697,16935139,13441583,13660406,3142973,3185841,4463089,4523704,0.0,1589.1999999999734,0.0049303187988698,5199.899999999999,0.0347468219697475,7529.599999999998,0.060754507780075,11457.2,0.1621737480163574,0.0526976250112056,4.625,1635.1000000000006,0.2274717390537262,2.5
SITE22.2023,25116.35,51.0,73.41666666666667,104.81745719909668,111.20914904276528,145.11819203694662,118.9888401031494,108.37244097391763,2.083333333333333,2.083333333333333,51.83333333333334,45.58333333333334,44.5,50.83333333333334,244.75,474.1666666666666,608.75,2284.0,1747.5,848.5833333333336,6527032,6562727,8990129,9381896,4443054,4584930,5658073,5795297,62796046,61807759,1823000,1810000,3508918,3499613,-1377778,-1238447,1377778,1238447,1184880,1332176,2830628,2863971,3147962,3185504,47560096,48168717,13188530,12838313,36061711,37519507,37496566,36854130,28431194,28706366,7884039,7651051,18300137,17896309,13875797,13939767,3847792,3715339,4880484,4855985,9.766513358044904e-07,1583.1999999999744,0.0047318781726062,5169.099999999999,0.0300864744931459,7570.5,0.0595997609198093,11092.600000000004,0.1754271239042282,0.0598463118076324,4.65,1542.0999999999997,0.2045735865831375,2.2
SITE23.2023,9471.0,17.22222222222222,30.11111111111111,103.49961683485245,104.50411563449435,179.0213589138455,112.07366943359376,101.76647694905596,23.33333333333333,24.44444444444445,30.777777777777786,27.777777777777786,44.33333333333334,46.33333333333334,507.4444444444445,765.5555555555555,962.8888888888888,1914.111111111111,2384.333333333333,1859.4444444444448,4404715,4288914,4295028,4105336,-32626,145773,3428571,3310153,32433582,31462566,1121000,1149000,2228628,2244433,-1149782,-1140706,1149782,1140706,-1256857,-1093532,1544343,1550848,1816300,1813103,25724977,25002903,12595884,12577649,20423320,19878837,33115061,31145138,26290382,24762289,12872727,12456609,25894917,24288824,20558237,19311101,10066061,9714402,7819680,7798593,5.615724603558192e-06,1654.999999999977,0.0050882152281701,5177.4000000000015,0.029142040759325,7579.700000000003,0.0603604726493358,11115.200000000004,0.1805738359689712,0.0605426877737045,4.775,1547.7999999999995,0.1935725808143616,2.2
UMB07.2013,7150.5175,39.66666666666666,61.08333333333334,103.90454292297365,108.20166714986163,151.1363461812337,115.53958066304524,105.14472113715276,3.8333333333333335,3.75,41.91666666666666,40.75,52.66666666666666,54.0,334.16666666666674,602.75,832.5,2324.25,1944.166666666667,1033.1666666666667,5865922,5885167,6962414,6713076,4051222,3845696,4841685,4727503,51191509,53353936,1785000,1722000,3328982,3258895,-1430518,-1603905,1430518,1603905,965251,890347,2569684,2445376,2862595,2743992,38378808,38560763,13339073,13811696,28771721,27918919,31622517,32254943,23706683,23353353,8239578,8364705,16254305,17140882,12185483,12410410,4235229,4445162,5140105,5314188,0.0001423338107997,1162.699999999979,0.0042287423275411,5148.100000000001,0.0435267388820648,7498.600000000002,0.0542463175952434,10444.100000000002,0.1064825356006622,0.1241791993379592,4.550000000000002,1477.799999999999,0.3365344405174255,3.1
VRD16.2012,18.48,1.6666666666666667,2.6,100.7204392751058,101.550999323527,124.43190574645996,103.11847750345864,100.89690780639648,20.75,7.333333333333332,0.6666666666666666,3.1666666666666665,77.0,87.83333333333331,684.4166666666665,1035.75,1490.916666666667,2077.6666666666665,2626.25,1861.166666666667,4375000,3348329,2907045,1806607,2508432,548502,2497894,1645641,39202795,28889636,1806000,1042000,2967791,1926775,-2107410,-1801980,2107410,1801980,62744,-1167340,1661995,884753,1824990,1027781,25551410,20059538,15341896,14394561,16654663,13935498,25228528,25356022,16444205,17615002,9873635,12640382,15307455,17969265,9977551,12483372,5990846,8957966,6067518,7086784,1.4649644981545862e-05,3690.9999999999854,0.0248441454023122,4583.700000000002,0.0969173386693,7998.399999999991,0.0483561009168624,7109.6,0.1905230730772018,0.2006208151578903,0.8500000000000001,697.1,0.3908396959304809,0.1
VRD17.2012,0.0,3.0,6.333333333333332,100.8449240790473,101.64124382866754,131.16576978895398,103.73303476969404,100.99935997856988,19.88888888888889,4.777777777777779,0.6666666666666666,4.111111111111111,77.66666666666667,89.77777777777777,753.5555555555555,1105.4444444444443,1532.333333333333,2130.8888888888887,2984.4444444444453,2207.777777777778,4321121,3168470,3011509,1791266,2342698,-177542,2573321,1632987,37564136,26724760,1604000,1025000,2761708,1867031,-1966463,-1619264,1966463,1619264,-331029,-1669926,1584701,894866,1768531,1035558,25209694,19276309,14894626,13861695,16925363,13906171,26934668,26997688,18083481,19476470,10684250,14005631,15641728,19971856,10501592,14407947,6204648,10360830,5807285,7397617,8.789818821242079e-06,3658.199999999988,0.0248629692941904,4602.299999999998,0.0962040722370147,8023.000000000003,0.0480689443647861,7121.700000000003,0.1897460222244262,0.1978264451026916,0.7000000000000001,698.4000000000003,0.3606805205345154,0.2
