site_clean,AGB,b1_wfp_dry_p99,b1_ccw_dry_p99,b1_hsd_p99,b1_hmc_p99,b1_hcv_p99,b1_h99_p99,b1_h25_p99,b1_dp1fm_p99,b1_dp1fm_dry_p99,b2_dp1fm_p99,b2_dp1fm_dry_p99,b3_dp1fm_p99,b3_dp1fm_dry_p99,b1_dbifm_p99,b2_dbifm_p99,b3_dbifm_p99,b4_dbifm_p99,b5_dbifm_p99,b6_dbifm_p99,dbifmdry_GNDVI,dbifman_GNDVI,dbifmdry_MSR,dbifman_MSR,dbifmdry_NBR,dbifman_NBR,dbifmdry_NDVI,dbifman_NDVI,dbifmdry_CVI,dbifman_CVI,dbifmdry_GDVI,dbifman_GDVI,dbifmdry_GSAVI,dbifman_GSAVI,dbifmdry_NDGI,dbifman_NDGI,dbifmdry_RI,dbifman_RI,dbifmdry_NDII,dbifman_NDII,dbifmdry_MSAVI,dbifman_MSAVI,dbifmdry_SAVI,dbifman_SAVI,dbifmdry_r42,dbifman_r42,dbifmdry_r32,dbifman_r32,dbifmdry_r43,dbifman_r43,dbifmdry_r52,dbifman_r52,dbifmdry_r53,dbifman_r53,dbifmdry_r54,dbifman_r54,dbifmdry_r62,dbifman_r62,dbifmdry_r63,dbifman_r63,dbifmdry_r64,dbifman_r64,dbifmdry_r65,dbifman_r65,dr_dsii,dr_wsum,dr_wsii,tx_dsum,tx_dsii,tx_wsum,tx_wsii,rx_wsum,rx_wsii,rx_dsii,ma_ammd,ma_asum,ma_dsii,ma_dmmd
GULF12.2013,0.0,43.23,66.01,102.97338691711424,104.73563652038574,167.72140945434572,111.20922821044924,102.74833831787107,5.8900000000000015,5.8900000000000015,43.45,43.45,63.56,63.56,392.25,600.23,798.58,1932.59,2521.6800000000007,1617.16,5487907,5453034,6138426,6124515,1326624,1263254,4451362,4444444,45238365,44423296,1316000,1312000,2668289,2657305,-1371611,-1331220,1371611,1331220,-1033317,-1088207,1943910,1943120,2266843,2265646,34289231,33930038,13175385,13061597,26025222,25976945,42193846,42226616,32024755,32328831,12305276,12445201,26264615,26328517,19934610,20157196,7659727,7759649,6224750,6235053,0.0001716264669084,674.0999999999813,0.0033760946244001,4811.999999999999,0.052410639822483,7396.600000000001,0.0481379479169845,10465.200000000004,0.1383797228336334,0.1077768132090568,4.625,1389.0999999999997,0.3660618364810944,2.9000000000000004
HSF02.2012,26636.295,65.84,85.92,104.12778442382812,109.85460266113282,149.94624572753906,116.0761358642578,107.2968103027344,5.92,8.84,61.84,59.92,40.92,44.76000000000001,179.83999999999995,377.20000000000016,435.56,1893.6,1434.24,702.44,6258857,6756264,10716589,11855488,4615711,4884662,6220547,6537770,44008328,55865342,1325000,1483000,2792609,3091730,-62735,-391363,62735,391363,1465690,1576959,2388352,2632823,2780118,3019103,43391207,51650546,10109213,10814353,42922438,47761108,32304677,37572543,31955679,34743220,7444982,7274375,15992719,17747270,15819945,16410848,3685705,3436028,4950589,4723468,0.0008958971011452,4742.099999999981,0.0228414367884397,4966.200000000002,0.0390318557620048,7285.999999999997,0.0366103276610374,11768.600000000002,0.0911092683672905,0.0939027965068817,5.8500000000000005,1782.1999999999994,0.4025664627552033,3.1
JDR01.2012,21469.14,60.56,81.67,105.26171783447266,113.57030715942383,152.93200485229494,119.97547546386718,111.1835075378418,6.780000000000001,3.890000000000001,62.45,55.67,45.56,51.89,328.57000000000005,527.2299999999998,697.73,2580.6600000000008,2103.95,1110.36,6466689,6600763,8284428,9987475,4037864,4355129,5395104,5995989,64965979,59700416,1951000,1903000,3650368,3621083,-1645768,-1000918,1645768,1000918,942731,1221571,2880712,3059820,3174304,3367117,46560450,48820530,13944080,12217879,33390837,39958270,38547329,38195105,27644225,31261650,8278986,7823574,19789128,19208022,14191778,15721241,4250201,3934415,5133722,5028922,0.0001296365371672,4467.799999999979,0.0243512857705354,4929.8,0.0720434933900833,7557.200000000003,0.0466310270130634,10240.999999999998,0.1173322945833206,0.1112731173634529,5.050000000000002,1568.2999999999995,0.3229455649852753,3.0
JDR02.2012,22699.39,50.25,73.1,105.30547828674317,110.15986824035645,166.53264312744142,118.5483627319336,106.8640655517578,2.97,1.0,48.0,42.94,54.0,59.0,386.66,576.29,853.76,2297.21,2380.84,1218.01,6032389,6228907,6441021,7150771,3130699,3414190,4599078,4925776,60406081,62961741,1788000,1698000,3367654,3296661,-1983640,-1879937,1983640,1879937,27432,132845,2429751,2435710,2720170,2749874,40360934,43039883,14929936,14640078,27033561,29398671,40148620,41906615,26891354,28624585,9947396,9736693,21112527,21128405,14141069,14431894,5230931,4909029,5258593,5041783,0.0001296365371672,4467.799999999979,0.0243512857705354,4929.8,0.0720434933900833,7557.200000000003,0.0466310270130634,10240.999999999998,0.1173322945833206,0.1112731173634529,5.050000000000002,1568.2999999999995,0.3229455649852753,3.0
JDR03.2012,11180.4,39.76,61.67999999999999,104.1247430419922,107.21960235595704,170.18072692871098,114.92322082519532,104.33249114990237,2.92,2.0,45.84,36.92,59.84,67.92,504.92,789.88,1131.48,2768.56,2660.36,1480.12,5598278,5516432,5578144,5719504,2909048,3005411,4163627,4238018,51745996,48468381,1951000,1880000,3449028,3353949,-1870694,-1668484,1870694,1668484,100334,147764,2463714,2452590,2712152,2709433,35408887,34606660,14596903,14009016,24257809,24703135,34708351,33606224,23777888,23988997,9802158,9710912,19451440,18614221,13325731,13287316,5493378,5378797,5604254,5538921,0.0001274395326618,4447.199999999978,0.0242597013711929,4953.200000000002,0.0721634477376937,7580.799999999997,0.0460675098001956,10245.499999999996,0.117013044655323,0.1128612235188484,5.15,1572.3,0.3282516002655029,3.1
JDR05.2012,0.0,25.84,42.84,104.16608276367188,107.31669403076172,176.05104980468758,114.63435974121094,105.2573989868164,4.0,0.0,47.68,30.92,56.92,74.84,359.76,600.9599999999998,875.76,2344.6,2564.44,1416.9199999999994,5731662,5960699,5761612,6778402,2156081,2517123,4259940,4757739,54680245,55461310,1555000,1638000,3024115,3171141,-1947149,-1679160,1947149,1679160,-876443,-575849,2094758,2349525,2392719,2660562,36850786,39519616,14831224,14043235,24846761,28141391,43920215,44343475,29613345,31576397,11918393,11220624,23770618,23624900,16027415,16822976,6450505,5978019,5412227,5327706,0.0001237778633367,4391.999999999983,0.0242507625371217,4930.1,0.0720309913158416,7620.199999999998,0.046612948179245,10021.2,0.1217618659138679,0.1101730391383171,4.8500000000000005,1525.699999999999,0.3348837196826935,3.0
JNK101.2024,12960.815,49.92,72.84,105.30517028808592,110.92519348144528,157.86418701171874,118.81718383789062,107.67950225830076,13.0,13.0,52.0,47.92,47.76,47.76,391.4,533.88,673.2,2190.6800000000007,1866.16,934.24,6225779,6462319,8207071,8998918,3553835,4487973,5364978,5661218,55754046,59991131,1478000,1655000,3006509,3283296,-1292517,-1263259,1292517,1263259,524590,996348,2335850,2630985,2687492,2971919,42929668,46491916,12956909,12888290,33132645,36072990,38660228,38067124,29837538,29536210,9005480,8187902,20416048,17699657,15756881,13733131,4755697,3807040,5280892,4649591,0.0006823885487392,1800.3999999999755,0.0051740086637437,5195.599999999999,0.039510354399681,7325.899999999998,0.0472374930977821,12250.8,0.1497604846954345,0.0733139514923095,4.800000000000002,1645.3000000000006,0.2930919826030731,3.3000000000000003
JNK102.2024,14082.437919999997,45.56,67.45,104.98296821594238,109.88448684692383,167.15926498413089,117.9940005493164,106.57632904052736,17.67,3.890000000000001,55.89,50.78,41.89,54.0,384.68000000000006,582.9100000000002,733.3499999999997,2003.67,2159.26,1410.56,6250474,5560115,8538061,7118552,3956975,2084130,5492041,4911522,54657632,41912936,1647000,1355000,3235756,2732957,-1154879,-892256,1154879,892256,683633,-360956,2598547,2144704,2932767,2483760,43297388,35053134,12601516,11960573,34358872,29307237,37750632,37672878,29957214,31497553,8718917,10747364,18753159,22958571,14881669,19195210,4331245,6549649,4967641,6094191,0.0006823885487392,1800.3999999999755,0.0051740086637437,5195.599999999999,0.039510354399681,7325.899999999998,0.0472374930977821,12250.8,0.1497604846954345,0.0733139514923095,4.800000000000002,1645.3000000000006,0.2930919826030731,3.3000000000000003
JNK103.2024,13217.855,52.78,74.89,106.0911882019043,112.77286865234376,168.04022003173833,120.70257873535157,110.31934356689452,20.56,21.56,51.0,47.89,47.0,49.89,459.92,555.52,723.8499999999997,2034.83,1801.11,1067.5800000000004,6664122,5748408,9922577,6667603,4655925,3164725,5975119,4706320,62871461,49388265,1746000,1444000,3437008,2883387,-1144883,-1428571,1144883,1428571,1117902,663073,2831507,2143490,3167593,2469441,49895278,37015903,12568545,13330215,39698531,27768421,39866717,32408793,31719436,24312281,7990078,8755370,18193069,19214219,14475080,14414035,3646251,5190801,4563473,5928705,0.0008385043474845,1811.1999999999755,0.0053777014836668,5211.500000000001,0.0399501100182533,7349.199999999992,0.0498402155935764,12176.499999999993,0.1521947979927063,0.0728505924344062,4.725,1639.6,0.2901989817619324,3.2
LARR15.2013,0.0,43.78,66.56,105.12941772460935,109.55526489257812,167.13567047119142,117.87641555786128,105.36874893188477,3.0,4.0,46.89,43.78,62.45,63.67,344.24,591.9200000000002,854.9,2183.89,2317.15,1332.34,6007707,5933359,6798842,6498069,2828907,2640433,4767153,4626347,56971124,56399682,1559000,1567000,3078999,3076168,-1738437,-1801527,1738437,1801527,-28805,-126701,2253730,2220680,2574555,2534594,40090061,39136836,14205532,14379358,28221442,27217373,40332904,40133271,28392392,27910335,10060574,10254603,22423609,22783202,15785124,15844380,5593309,5821422,5559632,5676886,5.469063762575388e-05,857.3999999999864,0.00302788708359,5046.999999999998,0.052585694938898,7677.800000000001,0.0609065853059291,8920.300000000007,0.1423014253377914,0.1301627904176712,3.4250000000000003,1173.0,0.3169383406639099,1.8
LEGU01.2012,2217.6,3.93,6.92,102.89684326171871,104.6568103027344,169.6973846435547,110.63552185058596,102.52695831298828,7.84,5.92,9.92,10.92,87.92,89.84,462.40000000000015,815.2,1240.84,2366.84,3129.8,2083.4,4783980,5001625,3458965,3885797,989217,995712,2886201,3169757,44348697,46717251,1517000,1539000,2784849,2858116,-2201792,-2177009,2201792,2177009,-1297568,-1277400,1605156,1723480,1823339,1959436,28325725,30007220,15637755,15568231,18113677,19274650,36776316,38791336,23517644,24916984,12983363,12927334,23231740,24568953,14856186,15781467,8201640,8187680,6317038,6333619,0.0,3987.299999999977,0.0241378080099821,4924.9000000000015,0.066169872879982,7775.999999999997,0.0433935932815074,9216.699999999995,0.1342159956693649,0.0877496600151062,4.275,1238.5000000000002,0.6705545783042908,0.2
LEGU04.2012,3648.393,18.56,32.34,102.84503051757812,104.95616661071776,164.6543341064453,110.5416130065918,103.03545524597168,14.78,14.78,36.45,25.67,70.67,80.56,464.7900000000001,751.89,1230.0,2414.89,2795.57,1959.63,4935780,5289121,3943699,4658650,1427234,1364740,3207139,3648294,44737800,49019989,1614000,1619000,2927449,3012654,-2053743,-2033149,2053743,2033149,-573248,-526316,1814979,1968259,2045298,2226243,29495773,32437926,15180153,15104516,19430485,21475648,33079710,36042268,21791421,23861916,11215068,11111151,22126610,24646033,14576013,16316997,7501621,7597907,6688877,6838092,0.0,3987.299999999977,0.0241378080099821,4924.9000000000015,0.066169872879982,7775.999999999997,0.0433935932815074,9216.699999999995,0.1342159956693649,0.0877496600151062,4.275,1238.5000000000002,0.6705545783042908,0.2
LEGU05.2012,4723.999,35.52,55.44,104.69228942871094,108.11150817871092,172.05538391113282,116.89363769531248,105.40413787841796,4.0,3.0,40.92,37.67999999999999,65.0,68.0,299.7600000000002,559.52,781.92,2070.04,2325.88,1436.3200000000006,5931818,5664392,5869981,5990659,2921659,1976673,4315861,4377303,60894375,51049829,1566000,1411000,3074607,2825390,-2172012,-1711435,2172012,1711435,-136023,-698451,2093748,1995558,2396070,2310086,39131693,36116365,15540624,14120066,25180258,25578043,40210875,41521382,25874684,29405941,10275782,11496556,21447178,24198191,13800718,17137449,5480769,6700063,5333676,5827887,0.0,3987.299999999977,0.0241378080099821,4924.9000000000015,0.066169872879982,7775.999999999997,0.0433935932815074,9216.699999999995,0.1342159956693649,0.0877496600151062,4.275,1238.5000000000002,0.6705545783042908,0.2
LEGU06.2012,7715.4,65.4,85.55,104.36653480529785,109.20598335266114,156.63717803955083,116.3511520385742,106.29835052490236,5.85,6.85,54.7,59.55,47.85,57.40000000000001,356.8,581.55,827.85,2441.1,2487.55,1391.65,6581912,6238596,9406396,7977329,4524951,3077140,5803681,5273927,62490344,57669581,2045000,1778000,3783767,3397452,-1259259,-1437700,1259259,1437700,1338028,91583,3153809,2673462,3435835,2985056,48486417,43121798,12882512,13351188,37637393,32298099,37033988,42339311,28747490,31712018,7638013,9818540,18273551,22840009,14184773,17107099,3768798,5296627,4934265,5394516,0.0,3982.599999999979,0.0241594761610031,4946.1,0.0648834407329559,7783.000000000001,0.0432260781526565,9261.700000000004,0.1329993456602096,0.0868820995092392,4.2,1248.2999999999995,0.6791431903839111,0.2
LEGU07.2012,9708.965,52.76000000000001,74.84,104.10791137695313,107.82374237060549,160.54436645507818,115.31327209472656,105.19245697021483,2.92,4.92,47.92,49.84,54.92,53.84,412.76,657.4399999999998,935.72,2380.84,2610.2,1545.56,6181943,5744976,7729184,6291733,3486502,2307692,5172859,4526854,57147754,51587603,1794000,1658000,3405467,3153690,-1483474,-1646259,1483474,1646259,350452,-471797,2660452,2315995,2966646,2613189,42381716,36989150,13490377,13934901,31416258,26544251,39500802,40652803,29280725,29173371,9320246,10990467,20473136,23113924,15176103,16587075,4830653,6248839,5182967,5685690,0.0,3987.149999999979,0.0241581480950117,4946.599999999999,0.0649981684982776,7783.15,0.0433004982769489,9257.8,0.1331480219960212,0.0870326943695545,4.237500000000002,1245.25,0.6789759397506714,0.2
LEGU08.2012,4717.188,41.84,62.92,103.17571655273436,106.27591064453124,150.498642578125,112.0958987426758,103.9084600830078,7.92,15.52,45.0,43.0,52.0,59.6,343.48,643.8399999999998,934.88,2531.68,2339.88,1464.0,5538040,5949367,5783564,6747521,2545656,2790213,4271325,4743474,48677799,55276442,1616000,1833000,3061379,3402425,-1659193,-1680000,1659193,1680000,19890,444208,2200513,2559363,2489299,2845914,34813172,39326102,13987374,14029161,24888997,28031686,34678383,35981508,24792632,25647655,9961282,9149523,20694421,22167496,14795072,15801014,5944423,5636840,5967528,6160803,0.0,4000.4999999999823,0.0241331364959478,4938.799999999998,0.0663642957806587,7788.399999999999,0.0438234135508537,9190.6,0.1348396390676498,0.0880615338683128,4.05,1222.7,0.6559523940086365,0.2
LFR101.2024,16197.09,43.92,66.84,104.97397247314451,109.63059387207028,165.51677001953124,117.49891540527344,105.87603057861328,15.99,1.0,39.94000000000001,44.88,49.92,60.96,372.83,554.88,717.3699999999999,1757.88,2040.21,1380.94,5859586,5228162,6737001,5981038,1829473,1372931,4738603,4372436,52377032,39876178,1302000,1203000,2704237,2471579,-1551882,-1109312,1551882,1109312,-1341523,-663469,1959434,1825591,2299418,2149771,38304348,31912568,13688406,12504554,27983060,25520757,50173913,36457195,36654314,29155135,13098751,11424087,26456522,24207650,19327687,19359068,6906924,7585616,5272964,6640020,0.0008102105930447,1718.5999999999756,0.005046505946666,5210.100000000001,0.0430855453014373,7375.3,0.0525421723723411,12180.899999999996,0.1602813750505447,0.0806276798248291,4.6000000000000005,1630.7999999999995,0.3001666367053985,3.6
LFR102.2024,12775.63,53.92,76.83999999999997,105.28420532226562,111.34011657714844,161.27993225097651,120.2472659301758,108.01466163635254,4.9,4.9,54.95,51.95,45.95,50.95,311.0,510.25,570.35,2182.75,1946.05,971.0,5970087,6618395,7494312,10463081,2586771,4181697,5074510,6144487,51313253,57675379,1437000,1691000,2910085,3357379,-1284816,-798722,1284816,798722,-148642,706001,2227952,2831482,2570861,3176933,39574614,49162809,12929674,11755401,30607588,41821464,40758148,42662037,31522950,36291434,10299064,8677705,23307033,20165895,18026002,17154578,5889390,4101860,5718374,4726895,0.0008102105930447,1718.5999999999756,0.005046505946666,5210.100000000001,0.0430855453014373,7375.3,0.0525421723723411,12180.899999999996,0.1602813750505447,0.0806276798248291,4.6000000000000005,1630.7999999999995,0.3001666367053985,3.6
LIM01.2012,4872.777,18.78,32.56,102.95946067810058,105.42391136169434,165.99860427856444,111.29607612609864,102.80173500061036,10.78,10.670000000000002,25.78,25.78,75.89,76.0,413.47,616.82,895.91,1862.28,2454.8,1784.09,5217954,5162950,4662878,4542464,579058,621808,3650794,3579109,47102790,46465470,1209000,1204000,2478475,2463175,-1935953,-1942857,1935953,1942857,-1474855,-1479518,1578584,1555916,1865357,1838506,31779546,31305888,14793513,14816290,21482083,21129370,42772188,42186808,28912801,28473260,13459030,13475679,28298543,27655305,19129022,18665472,8904640,8833899,6616108,6555439,3.930918319383636e-05,3873.3999999999855,0.0242016594856977,4632.9000000000015,0.0753912255167961,7775.900000000002,0.0521427914500236,8593.700000000003,0.1199749335646629,0.1145650222897529,4.025,1183.1999999999996,0.2758989930152893,1.2000000000000002
LIM03.2012,8031.45,49.76000000000001,72.76,104.34936889648438,109.08393920898438,153.04426757812504,116.52113372802734,106.60577339172364,4.0,3.0,43.92,38.0,66.75999999999999,68.76,350.6,639.8399999999998,939.88,2065.8,2573.96,1642.32,5610717,5610717,5815381,5815381,1725363,1725363,4287775,4287775,50570735,50570735,1424000,1424000,2833643,2833643,-1742031,-1742031,1742031,1742031,-832948,-832948,1985566,1985566,2294481,2294481,35571514,35571514,14230999,14230999,24995795,24995795,42038699,42038699,29540230,29540230,11818080,11818080,25106723,25106723,17642276,17642276,7058098,7058098,5972288,5972288,1.147556849900866e-05,3801.399999999988,0.0242862123996019,4685.799999999998,0.0755815431475639,7856.599999999998,0.0509926155209541,8398.900000000003,0.1201892048120498,0.1148573830723762,3.8,1132.0999999999997,0.2741200923919678,0.9
LIM04.2012,3156.902,32.67,52.56,103.31147392272948,105.5560082244873,169.95424392700198,112.45438285827636,103.24056495666504,11.0,11.0,31.67,24.89,75.0,79.0,425.45000000000016,773.79,1119.13,2106.85,2661.890000000001,1837.76,4729830,4737620,3886305,3920502,733549,763833,3170086,3192193,40510983,40474411,1278000,1282000,2488964,2495458,-1834862,-1820793,1834862,1820793,-1306247,-1288772,1540220,1551938,1791324,1804188,27955290,27994152,14495552,14447953,19285426,19375860,36354167,36273684,25079532,25106452,13004396,12957593,24136236,24016374,16650787,16622683,8633871,8579068,6639194,6620881,1.147556849900866e-05,3801.399999999988,0.0242862123996019,4685.799999999998,0.0755815431475639,7856.599999999998,0.0509926155209541,8398.900000000003,0.1201892048120498,0.1148573830723762,3.8,1132.0999999999997,0.2741200923919678,0.9
LIM06.2012,5588.142,25.1,41.8,103.64200248718262,105.7158462524414,172.4690414428711,113.13510971069336,103.207668762207,12.649999999999997,10.949999999999998,39.0,33.4,71.0,75.69999999999997,374.35,652.65,925.55,1991.6,2649.55,1829.35,5346450,5346284,5012558,5243128,618526,738771,3853282,3982301,48254487,46801361,1250000,1266000,2555192,2577362,-1880597,-1732933,1880597,1732933,-1565585,-1479484,1675559,1740437,1972332,2043032,32956502,32942576,14624125,14177144,22535709,23236398,45189946,44374221,30900957,31299832,13711997,13470174,29113968,28405255,19908178,20035951,8834059,8622658,6442576,6401297,2.0509427486103963e-05,3860.199999999988,0.0241986196488142,4704.4000000000015,0.07428789883852,7856.999999999997,0.0513645708560943,8495.3,0.1190843358635902,0.1135060861706733,4.0,1161.1,0.2821778357028961,1.1
LIM08.2013,0.0,33.89,53.89,103.97051696777343,107.13238685607912,163.63326431274413,114.32864601135256,103.8358065032959,10.89,11.0,36.0,41.0,58.89,54.78,397.7,612.89,837.58,1885.8,2315.06,1555.96,5209979,5089770,5392112,5133542,1463491,1154321,4063822,3921418,42558473,41236377,1253000,1219000,2538150,2472617,-1454006,-1459695,1454006,1459695,-785894,-985283,1779719,1710408,2085910,2010269,31723988,30731085,13391618,13414565,23689436,22908745,37134393,37445452,27729578,27914026,11705462,12184878,23634393,24369510,17648646,18166455,7450007,7929922,6364556,6508003,1.538210744911339e-05,891.7999999999829,0.0028369557112455,4965.499999999999,0.0521196238696575,7597.699999999998,0.0588185526430606,9785.1,0.1752285212278366,0.1000089198350906,4.1,1364.7,0.2805984020233154,3.5
LIM09.2013,0.0,37.0,58.0,104.54639892578128,107.97546691894532,157.88078491210936,116.14291137695312,105.24038665771484,17.84,18.84,39.0,39.0,54.84,54.84,429.44000000000005,723.2399999999999,1023.92,2226.5600000000004,2399.600000000001,1625.84,5209953,4943139,5268749,4597297,1790235,1386482,3996422,3611878,43248334,40980447,1340000,1304000,2654517,2560880,-1532646,-1620603,1532646,1620603,-292804,-553559,1852478,1710312,2149455,1987082,31750811,29515888,13622431,13857927,23307743,21298920,33658493,32972883,24708140,23793517,10600829,11171232,22102416,22334054,16225017,16116447,6961213,7566791,6566668,6773461,3.906598067260347e-06,916.1999999999832,0.0031139680650085,4987.200000000002,0.0521254427731037,7619.500000000004,0.0585865229368209,9721.700000000004,0.1751633733510971,0.1005494892597198,4.125,1336.4999999999998,0.2996273338794708,3.4000000000000004
LTO04.2013,0.0,11.78,20.67,103.13675964355468,105.35492851257324,171.21383621215818,112.32715911865236,102.44965858459472,13.9,15.9,31.9,31.9,64.75,65.7,401.85,671.65,1024.5,1966.8,2681.65,2000.4500000000005,4905660,5007849,4097593,4261986,71713,202775,3305263,3408135,43076132,44432578,1248000,1276000,2481442,2535771,-1910112,-1928934,1910112,1928934,-1541379,-1471900,1537379,1588867,1800000,1856852,29251928,30047133,14722365,14776119,19869041,20334928,39902314,40416339,27103195,27352472,13640917,13450980,28827763,28845247,19580932,19521531,9854996,9600000,7224584,7137026,0.0006956916186027,2194.3999999999755,0.0067590638063848,4906.199999999998,0.034397292882204,7012.100000000002,0.0454601943492889,12177.499999999996,0.0795354396104812,0.0977989956736564,5.0,1613.4,0.3158146142959595,4.0
LTO05.2013,0.0,29.0,47.0,105.99498924255371,110.84831825256347,172.87768615722655,120.6727968597412,105.7348828125,8.98,8.98,51.98,48.98,40.0,44.92,315.38,462.14,530.9,1955.64,1757.22,959.34,6554473,6348050,9353271,9131829,3231858,3626295,5785473,5708402,61632622,54748121,1480000,1481000,3058694,3029456,-1238739,-1003168,1238739,1003168,444258,530094,2421173,2436357,2789088,2798869,48046272,44710938,12836332,12218750,37429907,36592072,43976007,40203125,34259012,32902813,9152845,8991788,24584404,20914063,19152203,17116368,5116818,4677617,5590413,5202099,0.0006956916186027,2194.3999999999755,0.0067590638063848,4906.199999999998,0.034397292882204,7012.100000000002,0.0454601943492889,12177.499999999996,0.0795354396104812,0.0977989956736564,5.0,1613.4,0.3158146142959595,4.0
NC02.2013,6375.6,25.68000000000001,43.02000000000001,101.3373031616211,102.87006134033209,159.1286103820801,105.99740600585938,101.83973655700684,15.89,16.0,34.120000000000005,31.010000000000005,80.0,82.0,650.79,916.81,1153.36,2103.89,2972.67,2117.9,3869347,3890079,3325672,3380016,-242424,-203876,2794702,2832179,28821745,28868542,1078000,1090000,2076805,2095617,-1204943,-1188883,1204943,1188883,-1996686,-1952026,1348755,1372230,1578554,1604008,22608229,22722763,12738885,12688716,17747417,17907850,33886505,33741245,26600842,26591536,14988571,14849095,23730499,23670233,18628396,18654554,10496399,10416970,7002935,7015222,7.690640632063149e-05,995.6999999999872,0.0037583687808364,4921.399999999997,0.0659812241792678,7705.000000000003,0.0721201449632644,7843.900000000002,0.2138404250144958,0.1623014062643051,1.7000000000000002,751.8000000000003,0.4679425954818726,0.0
NC03.2013,3603.6,5.9,10.6,101.47423179626465,102.62329627990722,149.30689697265626,106.36091369628906,101.49254974365236,24.0,24.78,16.78,13.670000000000002,75.78,77.0,731.91,1055.59,1311.35,2245.46,3166.25,2370.12,3384468,3517423,2691608,2850703,-464481,-512229,2339423,2456831,25412028,26329259,1059000,1070000,1954115,1995772,-1134904,-1160914,1134904,1160914,-1952344,-1987529,1225028,1262285,1418871,1465486,20221239,20841074,12558327,12619490,16101858,16514989,30026549,31171255,23909673,24700883,14849015,14956645,22188254,23093227,17668161,18299652,10972747,11080632,7389545,7408501,7.690640632063149e-05,995.6999999999872,0.0037583687808364,4921.399999999997,0.0659812241792678,7705.000000000003,0.0721201449632644,7843.900000000002,0.2138404250144958,0.1623014062643051,1.7000000000000002,751.8000000000003,0.4679425954818726,0.0
NT001.2011,0.0,76.91999999999999,93.0,102.93038513183596,107.14168395996091,146.71650146484376,112.11775115966796,104.93164611816404,13.84,12.0,70.92,70.92,30.84,33.76,457.3200000000001,832.36,997.92,3030.8,2961.84,1872.84,5520189,5747758,6898960,7597445,2033821,2252982,4812940,5118023,42029536,44289657,1873000,1987000,3347432,3524299,-963139,-892193,963139,892193,-266174,-91008,2729666,2950283,3000000,3214161,34641239,36990790,12133567,11947758,28549922,30960445,36533684,37674770,30109599,31532921,10546298,10184906,22927079,23395742,18895580,19581701,6618435,6324748,6275600,6209923,0.0,1224.8999999999824,0.0032121497206389,4906.699999999999,0.0549941919744014,7432.099999999998,0.0403154641389846,10882.900000000003,0.1096215173602104,0.0741594657301902,4.800000000000002,1432.3000000000006,0.3496804535388946,1.4
NT002.2012,0.0,36.92,57.84,102.67139160156248,105.75448059082032,156.37719604492187,110.40998596191407,104.1618682861328,6.68,3.0,51.76,38.92,65.0,84.91999999999999,533.6,881.0,1355.4399999999996,2883.36,3268.96,2084.6,5062714,5163324,4223118,4861632,1587719,1749556,3383992,3766909,46008726,44500180,1776000,1802000,3131171,3183746,-2025783,-1733595,2025783,1733595,-1018188,-853785,2013487,2214489,2239607,2455902,30479364,31346584,15067931,14196393,20227969,22080668,37394258,37200211,24817115,26203987,12268713,11867389,22128941,22019218,14686118,15510431,7260303,7024439,5917738,5919111,0.0001801706675905,4261.149999999982,0.024060103110969,4990.100000000001,0.0735896341502666,7633.300000000001,0.042816162109375,10329.750000000004,0.1148992665112018,0.120314884930849,5.2125,1612.95,0.3513863086700439,3.0
NT003.2012,0.0,12.89,22.78,102.30961296081544,105.37938568115234,161.2622625732422,109.55062713623045,104.1424542236328,7.780000000000001,3.0,71.78,20.89,48.90000000000001,86.56,355.14,630.23,949.34,2670.8,3170.92,1859.61,5369985,6172097,4164061,7698455,770512,2273709,3347097,5160142,54929611,56982337,1807000,1951000,3240287,3585958,-2466151,-1484870,2466151,1484870,-1668814,-640791,1963954,2834439,2192113,3117535,33204621,42253444,16549364,13495868,20063987,31308430,46493743,48041322,28093976,35597061,14002191,11369800,28454380,26603306,17193640,19712186,8569404,6296127,6120045,5537588,9.375125955557448e-05,4240.299999999981,0.0242945197969675,4993.300000000002,0.0741713866591453,7619.400000000002,0.042380541563034,10437.899999999996,0.1124911531805992,0.1227108985185623,5.375,1634.9,0.3520599305629729,3.0
NTAARP0001.2016,30472.44667,63.92,84.91999999999999,105.90075622558594,112.47937408447264,158.16882080078125,121.1126300048828,108.67135955810544,3.0,3.92,59.92,58.92,43.84,47.0,241.48,464.6,586.04,2421.12,1912.4,945.28,6960059,6878911,11393565,11566445,5095458,4952723,6413744,6460876,68007708,62880974,1882000,1869000,3664330,3632888,-986842,-752454,986842,752454,1657346,1598381,3127925,3147177,3448807,3467763,55783784,54088050,12205405,11645702,45704163,46444644,39921622,39190252,32708149,33652115,7156492,7245640,18124324,18254717,14849424,15675068,3249031,3375000,4539977,4657974,0.0007142212125472,1308.299999999973,0.0033702803775668,5077.1,0.0314510241150856,7234.500000000007,0.0538530647754669,11000.400000000003,0.1277330219745636,0.134996697306633,4.800000000000002,1562.3000000000006,0.2948509454727173,2.8
