species,alive,dead,alv_prop,ded_prop,total_prop,site,uid,date,factor,loc_count,geometry,lon_gda94,lat_gda94
Eucalyptus tectifica,14.0,0.0,8.333333333333332,0.0,8.13953488372093,legu04,100,20121007,0.1,7,POINT (129.2575227692612 -15.3966997204538),129.25752276926121,-15.396699720453805
Grevillea decurrens,8.0,0.0,4.761904761904762,0.0,4.651162790697675,legu04,100,20121007,0.1,7,POINT (129.2575227692612 -15.3966997204538),129.25752276926121,-15.396699720453805
Terminalia canescens,14.0,0.0,8.333333333333332,0.0,8.13953488372093,legu04,100,20121007,0.1,7,POINT (129.2575227692612 -15.3966997204538),129.25752276926121,-15.396699720453805
Terminalia carpentariae,3.0,0.0,1.7857142857142856,0.0,1.744186046511628,legu04,100,20121007,0.1,7,POINT (129.2575227692612 -15.3966997204538),129.25752276926121,-15.396699720453805
Acacia sp.,175.0,10.0,73.83966244725738,62.5,73.12252964426878,legu05,101,20121007,0.1,7,POINT (129.2408384363864 -15.38571570105419),129.24083843638635,-15.385715701054187
E. miniata,41.0,4.0,17.29957805907173,25.0,17.786561264822133,legu05,101,20121007,0.1,7,POINT (129.2408384363864 -15.38571570105419),129.24083843638635,-15.385715701054187
E. tetrodonta,17.0,2.0,7.172995780590717,12.5,7.5098814229249005,legu05,101,20121007,0.1,7,POINT (129.2408384363864 -15.38571570105419),129.24083843638635,-15.385715701054187
Petalostigma pubescens,1.0,0.0,0.42194092827004215,0.0,0.3952569169960474,legu05,101,20121007,0.1,7,POINT (129.2408384363864 -15.38571570105419),129.24083843638635,-15.385715701054187
Terminalia carpentariae,3.0,0.0,1.2658227848101267,0.0,1.185770750988142,legu05,101,20121007,0.1,7,POINT (129.2408384363864 -15.38571570105419),129.24083843638635,-15.385715701054187
Acacia holosericea,43.0,0.0,26.060606060606062,0.0,25.748502994011975,legu06,102,20121007,0.25,7,POINT (129.1757727302824 -15.32569976706283),129.17577273028243,-15.325699767062831
Alstonia species,1.0,0.0,0.6060606060606061,0.0,0.5988023952095809,legu06,102,20121007,0.25,7,POINT (129.1757727302824 -15.32569976706283),129.17577273028243,-15.325699767062831
Corymbia bella,64.0,2.0,38.78787878787879,100.0,39.52095808383233,legu06,102,20121007,0.25,7,POINT (129.1757727302824 -15.32569976706283),129.17577273028243,-15.325699767062831
Corymbia polycarpa,21.0,0.0,12.727272727272727,0.0,12.574850299401197,legu06,102,20121007,0.25,7,POINT (129.1757727302824 -15.32569976706283),129.17577273028243,-15.325699767062831
Ficus scobina,7.0,0.0,4.242424242424243,0.0,4.191616766467066,legu06,102,20121007,0.25,7,POINT (129.1757727302824 -15.32569976706283),129.17577273028243,-15.325699767062831
Lysiphyllum cunninghamii,3.0,0.0,1.8181818181818181,0.0,1.7964071856287425,legu06,102,20121007,0.25,7,POINT (129.1757727302824 -15.32569976706283),129.17577273028243,-15.325699767062831
P. careya,17.0,0.0,10.303030303030303,0.0,10.179640718562874,legu06,102,20121007,0.25,7,POINT (129.1757727302824 -15.32569976706283),129.17577273028243,-15.325699767062831
Strychnos lucida,1.0,0.0,0.6060606060606061,0.0,0.5988023952095809,legu06,102,20121007,0.25,7,POINT (129.1757727302824 -15.32569976706283),129.17577273028243,-15.325699767062831
Terminalia grandiflora,8.0,0.0,4.848484848484849,0.0,4.790419161676647,legu06,102,20121007,0.25,7,POINT (129.1757727302824 -15.32569976706283),129.17577273028243,-15.325699767062831
Acacia sp.,17.0,4.0,8.629441624365482,33.33333333333333,10.047846889952153,legu07,103,20121008,0.25,7,POINT (129.1284810954015 -15.3798780829197),129.12848109540147,-15.379878082919705
Buchanania obovata,11.0,0.0,5.583756345177665,0.0,5.263157894736842,legu07,103,20121008,0.25,7,POINT (129.1284810954015 -15.3798780829197),129.12848109540147,-15.379878082919705
E. miniata,92.0,8.0,46.7005076142132,66.66666666666666,47.84688995215311,legu07,103,20121008,0.25,7,POINT (129.1284810954015 -15.3798780829197),129.12848109540147,-15.379878082919705
E. tetrodonta,26.0,0.0,13.19796954314721,0.0,12.440191387559809,legu07,103,20121008,0.25,7,POINT (129.1284810954015 -15.3798780829197),129.12848109540147,-15.379878082919705
Grevillea agrifolia,1.0,0.0,0.5076142131979695,0.0,0.4784688995215311,legu07,103,20121008,0.25,7,POINT (129.1284810954015 -15.3798780829197),129.12848109540147,-15.379878082919705
Owinea sp.,1.0,0.0,0.5076142131979695,0.0,0.4784688995215311,legu07,103,20121008,0.25,7,POINT (129.1284810954015 -15.3798780829197),129.12848109540147,-15.379878082919705
P. careya,17.0,0.0,8.629441624365482,0.0,8.133971291866029,legu07,103,20121008,0.25,7,POINT (129.1284810954015 -15.3798780829197),129.12848109540147,-15.379878082919705
P. pubescens,3.0,0.0,1.5228426395939088,0.0,1.4354066985645932,legu07,103,20121008,0.25,7,POINT (129.1284810954015 -15.3798780829197),129.12848109540147,-15.379878082919705
Persoonia falcata,2.0,0.0,1.015228426395939,0.0,0.9569377990430622,legu07,103,20121008,0.25,7,POINT (129.1284810954015 -15.3798780829197),129.12848109540147,-15.379878082919705
Petalostigma pubescens,16.0,0.0,8.121827411167512,0.0,7.655502392344498,legu07,103,20121008,0.25,7,POINT (129.1284810954015 -15.3798780829197),129.12848109540147,-15.379878082919705
Terminalia carpentariae,11.0,0.0,5.583756345177665,0.0,5.263157894736842,legu07,103,20121008,0.25,7,POINT (129.1284810954015 -15.3798780829197),129.12848109540147,-15.379878082919705
Buchanania obovata,16.0,0.0,7.5829383886255926,0.0,6.694560669456067,legu08,104,20121008,0.1,7,POINT (129.1704052370461 -15.43840763238658),129.1704052370461,-15.438407632386578
E. miniata,104.0,22.0,49.28909952606635,78.57142857142857,52.719665271966534,legu08,104,20121008,0.1,7,POINT (129.1704052370461 -15.43840763238658),129.1704052370461,-15.438407632386578
E. tetrodonta,78.0,6.0,36.96682464454976,21.428571428571427,35.146443514644346,legu08,104,20121008,0.1,7,POINT (129.1704052370461 -15.43840763238658),129.1704052370461,-15.438407632386578
Grevillea agrifolia,4.0,0.0,1.8957345971563981,0.0,1.6736401673640167,legu08,104,20121008,0.1,7,POINT (129.1704052370461 -15.43840763238658),129.1704052370461,-15.438407632386578
P. careya,3.0,0.0,1.4218009478672986,0.0,1.2552301255230125,legu08,104,20121008,0.1,7,POINT (129.1704052370461 -15.43840763238658),129.1704052370461,-15.438407632386578
Terminalia carpentariae,6.0,0.0,2.843601895734597,0.0,2.510460251046025,legu08,104,20121008,0.1,7,POINT (129.1704052370461 -15.43840763238658),129.1704052370461,-15.438407632386578
Buchanania obovata,4.0,0.0,2.9850746268656714,0.0,2.7777777777777777,centa14,13,20120602,0.25,7,POINT (133.292002658622 -14.40307482551382),133.292002658622,-14.403074825513823
Corymbia dichromphloia,49.0,4.0,36.56716417910448,40.0,36.80555555555556,centa14,13,20120602,0.25,7,POINT (133.292002658622 -14.40307482551382),133.292002658622,-14.403074825513823
E. chlorostachys,8.0,1.0,5.970149253731343,10.0,6.25,centa14,13,20120602,0.25,7,POINT (133.292002658622 -14.40307482551382),133.292002658622,-14.403074825513823
E. tetrodonta,73.0,5.0,54.47761194029851,50.0,54.166666666666664,centa14,13,20120602,0.25,7,POINT (133.292002658622 -14.40307482551382),133.292002658622,-14.403074825513823
Acacia lamprocarpa,3.0,0.0,1.9607843137254901,0.0,1.935483870967742,gulf10,14,20130716,0.25,7,POINT (136.2793503004659 -16.02554408027193),136.27935030046595,-16.02554408027193
Buchanania obovata,6.0,0.0,3.9215686274509802,0.0,3.870967741935484,gulf10,14,20130716,0.25,7,POINT (136.2793503004659 -16.02554408027193),136.27935030046595,-16.02554408027193
Corymbia ferruginea,1.0,0.0,0.6535947712418301,0.0,0.6451612903225806,gulf10,14,20130716,0.25,7,POINT (136.2793503004659 -16.02554408027193),136.27935030046595,-16.02554408027193
Corymbia grandifolia,4.0,0.0,2.6143790849673203,0.0,2.5806451612903225,gulf10,14,20130716,0.25,7,POINT (136.2793503004659 -16.02554408027193),136.27935030046595,-16.02554408027193
E. chlorostachys,8.0,0.0,5.228758169934641,0.0,5.161290322580645,gulf10,14,20130716,0.25,7,POINT (136.2793503004659 -16.02554408027193),136.27935030046595,-16.02554408027193
E. miniata,79.0,2.0,51.633986928104584,100.0,52.25806451612903,gulf10,14,20130716,0.25,7,POINT (136.2793503004659 -16.02554408027193),136.27935030046595,-16.02554408027193
E. tetrodonta,44.0,0.0,28.75816993464052,0.0,28.387096774193548,gulf10,14,20130716,0.25,7,POINT (136.2793503004659 -16.02554408027193),136.27935030046595,-16.02554408027193
Eucalyptus tectifica,8.0,0.0,5.228758169934641,0.0,5.161290322580645,gulf10,14,20130716,0.25,7,POINT (136.2793503004659 -16.02554408027193),136.27935030046595,-16.02554408027193
Acacia stenophylla,80.0,12.0,69.56521739130434,80.0,70.76923076923077,ant06,36,20120625,0.25,7,POINT (135.152522154062 -18.26630838901649),135.152522154062,-18.266308389016487
Eucalyptus microtheca,35.0,3.0,30.434782608695656,20.0,29.230769230769234,ant06,36,20120625,0.25,7,POINT (135.152522154062 -18.26630838901649),135.152522154062,-18.266308389016487
Acacia hemignosta,2.0,0.0,1.834862385321101,0.0,1.5151515151515151,el02,87,20130414,0.1,7,POINT (133.528790900227 -17.52949263005511),133.528790900227,-17.52949263005511
Acacia holosericea,1.0,0.0,0.9174311926605505,0.0,0.7575757575757576,el02,87,20130414,0.1,7,POINT (133.528790900227 -17.52949263005511),133.528790900227,-17.52949263005511
Atalaya hemiglauca,4.0,0.0,3.669724770642202,0.0,3.0303030303030303,el02,87,20130414,0.1,7,POINT (133.528790900227 -17.52949263005511),133.528790900227,-17.52949263005511
Bauhinia cunninghamii,84.0,20.0,77.06422018348624,86.95652173913044,78.78787878787878,el02,87,20130414,0.1,7,POINT (133.528790900227 -17.52949263005511),133.528790900227,-17.52949263005511
Corymbia dichromphloia,9.0,3.0,8.256880733944955,13.043478260869565,9.090909090909092,el02,87,20130414,0.1,7,POINT (133.528790900227 -17.52949263005511),133.528790900227,-17.52949263005511
Corymbia terminalis,1.0,0.0,0.9174311926605505,0.0,0.7575757575757576,el02,87,20130414,0.1,7,POINT (133.528790900227 -17.52949263005511),133.528790900227,-17.52949263005511
Gyrocarpus sp.,8.0,0.0,7.339449541284404,0.0,6.0606060606060606,el02,87,20130414,0.1,7,POINT (133.528790900227 -17.52949263005511),133.528790900227,-17.52949263005511
